fixture_id,world_cup_year,round,time_elapsed,time_extra,team_id,team_name,player_id,player_name,assist_id,assist_name,event_type,event_detail,event_type_detail,is_goal,goal_type,is_penalty,is_own_goal,is_assist,card_type,substitution_order,player_in,player_out,var_decision,comments,time_bucket,is_first_half,is_second_half,is_extra_time,is_injury_time,is_late_event
208381,2010,Round of 16,88,,773,Slovakia,115000,R. Zabavník,117995.0,M. Jakubko,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,R. Zabavník,M. Jakubko,,,76-90,False,True,False,False,True
208381,2010,Round of 16,90,2.0,1118,Netherlands,42309,W. Sneijder,72157.0,I. Afellay,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,W. Sneijder,I. Afellay,,,76-90,False,True,False,True,True
208381,2010,Round of 16,90,,773,Slovakia,72041,R. Vittek,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,76-90,False,True,False,False,True
208382,2010,Round of 16,34,,6,Brazil,80272,Juan,9638.0,Maicon,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208382,2010,Round of 16,38,,6,Brazil,80394,Luís Fabiano,105404.0,Kaká,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208382,2010,Round of 16,46,,2383,Chile,12313,M. González,11430.0,J. Valdivia,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,M. González,J. Valdivia,,,46-60,False,True,False,False,False
208382,2010,Round of 16,46,,2383,Chile,117952,P. Contreras,117997.0,R. Tello,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,P. Contreras,R. Tello,,,46-60,False,True,False,False,False
208382,2010,Round of 16,59,,6,Brazil,49851,Robinho,12788.0,Ramires,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,46-60,False,True,False,False,False
208382,2010,Round of 16,62,,2383,Chile,1344,M. Isla,35944.0,R. Millar,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,M. Isla,R. Millar,,,61-75,False,True,False,False,False
208382,2010,Round of 16,76,,6,Brazil,80394,Luís Fabiano,80559.0,Nilmar,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Luís Fabiano,Nilmar,,,76-90,False,True,False,False,False
208382,2010,Round of 16,81,,6,Brazil,105404,Kaká,114648.0,Kléberson,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Kaká,Kléberson,,,76-90,False,True,False,False,True
208382,2010,Round of 16,85,,6,Brazil,49851,Robinho,115676.0,Gilberto,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Robinho,Gilberto,,,76-90,False,True,False,False,True
208383,2010,Round of 16,60,,2380,Paraguay,70746,E. Benítez,70569.0,N. Valdez,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,E. Benítez,N. Valdez,,,46-60,False,True,False,False,False
208383,2010,Round of 16,66,,12,Japan,33825,D. Matsui,18787.0,S. Okazaki,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,D. Matsui,S. Okazaki,,,61-75,False,True,False,False,False
208383,2010,Round of 16,75,,2380,Paraguay,6514,N. Ortigoza,30452.0,É. Barreto,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,N. Ortigoza,É. Barreto,,,61-75,False,True,False,False,False
208383,2010,Round of 16,81,,12,Japan,33105,Y. Abe,32961.0,K. Nakamura,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Y. Abe,K. Nakamura,,,76-90,False,True,False,False,True
208383,2010,Round of 16,94,,2380,Paraguay,70775,R. Santa Cruz,70475.0,O. Cardozo,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,R. Santa Cruz,O. Cardozo,,,91-105,False,False,True,False,True
208383,2010,Round of 16,106,,12,Japan,33290,Y. Ōkubo,33782.0,K. Tamada,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Y. Ōkubo,K. Tamada,,,91-105,False,False,True,False,True
208383,2010,Round of 16,120,1.0,2380,Paraguay,30452,É. Barreto,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,2.0,12,Japan,33306,Y. Endo,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,3.0,2380,Paraguay,6188,L. Barrios,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,4.0,12,Japan,1819,M. Hasebe,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,5.0,2380,Paraguay,70740,Cristian Riveros,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,6.0,12,Japan,91639,Y. Komano,,,Goal,Missed Penalty,Missed Penalty,False,,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,7.0,2380,Paraguay,70569,N. Valdez,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,8.0,12,Japan,6857,K. Honda,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208383,2010,Round of 16,120,9.0,2380,Paraguay,70475,O. Cardozo,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208384,2010,Round of 16,59,,9,Spain,33413,Fernando Torres,185.0,Llorente,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Fernando Torres,Llorente,,,46-60,False,True,False,False,False
208384,2010,Round of 16,59,,27,Portugal,41658,Hugo Almeida,104398.0,Danny,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Hugo Almeida,Danny,,,46-60,False,True,False,False,False
208384,2010,Round of 16,63,,9,Spain,33257,David Villa,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,61-75,False,True,False,False,False
208384,2010,Round of 16,72,,27,Portugal,116873,Simão,114659.0,Liédson,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Simão,Liédson,,,61-75,False,True,False,False,False
208384,2010,Round of 16,72,,27,Portugal,373,Pepe,116663.0,Pedro Mendes,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Pepe,Pedro Mendes,,,61-75,False,True,False,False,False
208384,2010,Round of 16,88,,9,Spain,33257,David Villa,2299.0,Pedro,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,David Villa,Pedro,,,76-90,False,True,False,False,True
208384,2010,Round of 16,90,3.0,9,Spain,90657,Xabi Alonso,116941.0,Marchena,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Xabi Alonso,Marchena,,,76-90,False,True,False,True,True
208385,2010,Quarter-finals,10,,6,Brazil,49851,Robinho,9929.0,Felipe Melo,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,0-15,True,False,False,False,False
208385,2010,Quarter-finals,53,,1118,Netherlands,42309,W. Sneijder,516.0,A. Robben,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,46-60,False,True,False,False,False
208385,2010,Quarter-finals,62,,6,Brazil,80361,Michel Bastos,115676.0,Gilberto,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Michel Bastos,Gilberto,,,61-75,False,True,False,False,False
208385,2010,Quarter-finals,68,,1118,Netherlands,42309,W. Sneijder,93990.0,D. Kuijt,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208385,2010,Quarter-finals,77,,6,Brazil,80394,Luís Fabiano,80559.0,Nilmar,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Luís Fabiano,Nilmar,,,76-90,False,True,False,False,False
208385,2010,Quarter-finals,85,,1118,Netherlands,37162,R. van Persie,551.0,K. Huntelaar,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,R. van Persie,K. Huntelaar,,,76-90,False,True,False,False,True
208386,2010,Quarter-finals,38,,7,Uruguay,80379,D. Lugano,117979.0,A. Scotti,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,D. Lugano,A. Scotti,,,31-45,True,False,False,False,False
208386,2010,Quarter-finals,45,,1504,Ghana,46716,S. Muntari,3431.0,A. Gyan,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208386,2010,Quarter-finals,46,,7,Uruguay,51719,Á. Fernández,2613.0,N. Lodeiro,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Á. Fernández,N. Lodeiro,,,46-60,False,True,False,False,False
208386,2010,Quarter-finals,55,,7,Uruguay,110391,D. Forlán,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,46-60,False,True,False,False,False
208386,2010,Quarter-finals,74,,1504,Ghana,11324,S. Inkoom,115421.0,S. Appiah,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,S. Inkoom,S. Appiah,,,61-75,False,True,False,False,False
208386,2010,Quarter-finals,76,,7,Uruguay,274,E. Cavani,80823.0,S. Abreu,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,E. Cavani,S. Abreu,,,76-90,False,True,False,False,False
208386,2010,Quarter-finals,88,,1504,Ghana,46716,S. Muntari,100768.0,D. Adiyiah,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,S. Muntari,D. Adiyiah,,,76-90,False,True,False,False,True
208386,2010,Quarter-finals,120,1.0,7,Uruguay,110391,D. Forlán,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,2.0,1504,Ghana,3431,A. Gyan,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,3.0,7,Uruguay,95406,M. Victorino,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,4.0,1504,Ghana,115421,S. Appiah,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,5.0,7,Uruguay,117979,A. Scotti,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,6.0,1504,Ghana,113753,J. Mensah,,,Goal,Missed Penalty,Missed Penalty,False,,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,7.0,7,Uruguay,377,M. Pereira,,,Goal,Missed Penalty,Missed Penalty,False,,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,8.0,1504,Ghana,100768,D. Adiyiah,,,Goal,Missed Penalty,Missed Penalty,False,,True,False,False,,,,,,,91-105,False,False,True,True,True
208386,2010,Quarter-finals,120,9.0,7,Uruguay,80823,S. Abreu,,,Goal,Penalty,Penalty Goal,True,Penalty,True,False,False,,,,,,,91-105,False,False,True,True,True
208387,2010,Quarter-finals,3,,25,Germany,522,T. Müller,50914.0,B. Schweinsteiger,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,0-15,True,False,False,False,False
208387,2010,Quarter-finals,68,,25,Germany,115068,M. Klose,33255.0,L. Podolski,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208387,2010,Quarter-finals,70,,26,Argentina,624,N. Otamendi,781.0,J. Pastore,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,N. Otamendi,J. Pastore,,,61-75,False,True,False,False,False
208387,2010,Quarter-finals,72,,25,Germany,499,J. Boateng,114925.0,M. Jansen,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,J. Boateng,M. Jansen,,,61-75,False,True,False,False,False
208387,2010,Quarter-finals,74,,25,Germany,115131,A. Friedrich,50914.0,B. Schweinsteiger,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208387,2010,Quarter-finals,76,,26,Argentina,266,Á. Di María,642.0,S. Agüero,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Á. Di María,S. Agüero,,,76-90,False,True,False,False,False
208387,2010,Quarter-finals,78,,25,Germany,868,S. Khedira,752.0,T. Kroos,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,S. Khedira,T. Kroos,,,76-90,False,True,False,False,False
208387,2010,Quarter-finals,84,,25,Germany,522,T. Müller,114910.0,P. Trochowski,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,T. Müller,P. Trochowski,,,76-90,False,True,False,False,True
208387,2010,Quarter-finals,89,,25,Germany,115068,M. Klose,1458.0,M. Özil,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,76-90,False,True,False,False,True
208388,2010,Quarter-finals,56,,9,Spain,33413,Fernando Torres,108.0,Fàbregas,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Fernando Torres,Fàbregas,,,46-60,False,True,False,False,False
208388,2010,Quarter-finals,64,,2380,Paraguay,30452,É. Barreto,95377.0,E. Vera,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,É. Barreto,E. Vera,,,61-75,False,True,False,False,False
208388,2010,Quarter-finals,73,,2380,Paraguay,70569,N. Valdez,70775.0,R. Santa Cruz,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,N. Valdez,R. Santa Cruz,,,61-75,False,True,False,False,False
208388,2010,Quarter-finals,75,,9,Spain,90657,Xabi Alonso,2299.0,Pedro,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Xabi Alonso,Pedro,,,61-75,False,True,False,False,False
208388,2010,Quarter-finals,83,,9,Spain,33257,David Villa,,,Goal,Normal Goal,Normal Goal,True,Normal,False,False,False,,,,,,,76-90,False,True,False,False,True
208388,2010,Quarter-finals,84,,2380,Paraguay,70555,V. Cáceres,6188.0,L. Barrios,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,V. Cáceres,L. Barrios,,,76-90,False,True,False,False,True
208388,2010,Quarter-finals,84,,9,Spain,116880,Puyol,116941.0,Marchena,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Puyol,Marchena,,,76-90,False,True,False,False,True
208389,2010,Semi-finals,18,,1118,Netherlands,117953,G. van Bronckhorst,114151.0,D. de Zeeuw,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,16-30,True,False,False,False,False
208389,2010,Semi-finals,41,,7,Uruguay,110391,D. Forlán,51607.0,W. Gargano,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,31-45,True,False,False,False,False
208389,2010,Semi-finals,46,,1118,Netherlands,114151,D. de Zeeuw,114799.0,R. van der Vaart,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,D. de Zeeuw,R. van der Vaart,,,46-60,False,True,False,False,False
208389,2010,Semi-finals,70,,1118,Netherlands,42309,W. Sneijder,37162.0,R. van Persie,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208389,2010,Semi-finals,73,,1118,Netherlands,516,A. Robben,93990.0,D. Kuijt,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208389,2010,Semi-finals,78,,7,Uruguay,51570,Á. Pereira,80823.0,S. Abreu,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Á. Pereira,S. Abreu,,,76-90,False,True,False,False,False
208389,2010,Semi-finals,84,,7,Uruguay,110391,D. Forlán,51586.0,S. Fernández,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,D. Forlán,S. Fernández,,,76-90,False,True,False,False,True
208389,2010,Semi-finals,89,,1118,Netherlands,516,A. Robben,49852.0,E. Elia,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,A. Robben,E. Elia,,,76-90,False,True,False,False,True
208389,2010,Semi-finals,90,,7,Uruguay,377,M. Pereira,51607.0,W. Gargano,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,76-90,False,True,False,False,True
208390,2010,Semi-finals,52,,25,Germany,499,J. Boateng,114925.0,M. Jansen,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,J. Boateng,M. Jansen,,,46-60,False,True,False,False,False
208390,2010,Semi-finals,62,,25,Germany,114910,P. Trochowski,752.0,T. Kroos,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,P. Trochowski,T. Kroos,,,61-75,False,True,False,False,False
208390,2010,Semi-finals,73,,9,Spain,116880,Puyol,42041.0,Xavi,Goal,Normal Goal,Normal Goal,True,Normal,False,False,True,,,,,,,61-75,False,True,False,False,False
208390,2010,Semi-finals,81,,25,Germany,868,S. Khedira,26314.0,M. Gómez,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,S. Khedira,M. Gómez,,,76-90,False,True,False,False,True
208390,2010,Semi-finals,81,,9,Spain,33257,David Villa,33413.0,Fernando Torres,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,David Villa,Fernando Torres,,,76-90,False,True,False,False,True
208390,2010,Semi-finals,86,,9,Spain,2299,Pedro,634.0,David Silva,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Pedro,David Silva,,,76-90,False,True,False,False,True
208390,2010,Semi-finals,90,3.0,9,Spain,90657,Xabi Alonso,116941.0,Marchena,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,Xabi Alonso,Marchena,,,76-90,False,True,False,True,True
208391,2010,Final,60,,9,Spain,2299,Pedro,2054.0,Navas,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,Pedro,Navas,,,46-60,False,True,False,False,False
208391,2010,Final,71,,1118,Netherlands,93990,D. Kuijt,49852.0,E. Elia,Substitution,Substitution 1,Substitution,False,,False,False,False,,1.0,D. Kuijt,E. Elia,,,61-75,False,True,False,False,False
208391,2010,Final,87,,9,Spain,90657,Xabi Alonso,108.0,Fàbregas,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,Xabi Alonso,Fàbregas,,,76-90,False,True,False,False,True
208391,2010,Final,99,,1118,Netherlands,42188,N. de Jong,114799.0,R. van der Vaart,Substitution,Substitution 2,Substitution,False,,False,False,False,,2.0,N. de Jong,R. van der Vaart,,,91-105,False,False,True,False,True
208391,2010,Final,105,,1118,Netherlands,117953,G. van Bronckhorst,71266.0,E. Braafheid,Substitution,Substitution 3,Substitution,False,,False,False,False,,3.0,G. van Bronckhorst,E. Braafheid,,,91-105,False,False,True,False,True
