time,open,high,low,close,volume,vwap,count
2024-05-23 00:00:00+00:00,69144.1,70500.0,66250.0,67940.8,3538.19855776,68577.2,34662
2024-05-24 00:00:00+00:00,67947.0,69285.3,66652.4,68539.1,1803.19203512,68100.1,24678
2024-05-25 00:00:00+00:00,68541.0,69608.3,68540.6,69278.7,627.9022252,69056.2,14226
2024-05-26 00:00:00+00:00,69278.7,69461.2,67971.1,68476.4,481.57199102,68926.9,14241
2024-05-27 00:00:00+00:00,68474.4,70600.0,68266.6,69377.8,1340.86348323,69531.7,23310
2024-05-28 00:00:00+00:00,69377.8,69509.6,67243.1,68324.9,1727.62002411,68161.5,25966
2024-05-29 00:00:00+00:00,68325.0,68843.3,67100.0,67575.4,1916.8414627,67781.8,21965
2024-05-30 00:00:00+00:00,67575.4,69550.0,67099.9,68365.0,2098.19011204,68503.7,25159
2024-05-31 00:00:00+00:00,68365.0,69000.0,66652.4,67498.1,1214.31751664,67756.6,22910
2024-06-01 00:00:00+00:00,67498.1,67817.9,67383.3,67717.2,262.42915492,67655.1,9996
2024-06-02 00:00:00+00:00,67717.2,68379.9,67283.0,67729.1,686.52833716,67858.9,12673
2024-06-03 00:00:00+00:00,67729.2,70253.4,67636.9,68800.0,1647.26346475,69135.8,25377
2024-06-04 00:00:00+00:00,68800.0,71050.0,68600.1,70558.6,2378.57312613,70079.6,26623
2024-06-05 00:00:00+00:00,70558.7,71709.0,70378.9,71103.6,2163.80748451,71096.3,25310
2024-06-06 00:00:00+00:00,71116.3,71596.5,70100.0,70752.1,1460.01352187,70986.6,19241
2024-06-07 00:00:00+00:00,70752.1,71900.0,68409.0,69317.0,2531.8726325,70490.2,32830
2024-06-08 00:00:00+00:00,69317.1,69511.2,69138.0,69291.5,601.46220651,69345.9,12379
2024-06-09 00:00:00+00:00,69291.5,69809.8,69155.3,69649.9,421.24841694,69520.8,12724
2024-06-10 00:00:00+00:00,69649.9,70142.5,69186.7,69522.1,1227.00068662,69627.2,17436
2024-06-11 00:00:00+00:00,69522.2,69558.7,66059.3,67348.6,2498.48126829,67317.9,33800
2024-06-12 00:00:00+00:00,67348.6,69969.0,66923.0,68233.7,1900.53489755,68567.0,29809
2024-06-13 00:00:00+00:00,68233.7,68412.0,66244.9,66756.5,1247.85112117,67176.0,24196
2024-06-14 00:00:00+00:00,66756.4,67275.7,65075.0,65992.1,1703.77477408,66086.1,27955
2024-06-15 00:00:00+00:00,65992.1,66405.3,65794.7,66198.1,447.31797306,66186.6,12834
2024-06-16 00:00:00+00:00,66198.1,66868.7,66020.0,66635.4,542.32670314,66468.1,10249
2024-06-17 00:00:00+00:00,66630.0,67267.0,65110.0,66487.6,1178.55800856,66100.0,22430
2024-06-18 00:00:00+00:00,66487.7,66556.5,64050.0,65169.7,2452.72181677,65111.8,34259
2024-06-19 00:00:00+00:00,65169.7,65660.1,64700.0,64949.0,645.03059222,65112.4,15441
2024-06-20 00:00:00+00:00,64949.1,66444.7,64550.0,64833.3,1301.88144048,65330.0,19343
2024-06-21 00:00:00+00:00,64833.3,64999.9,63335.6,64087.9,1178.24286298,64028.4,22945
2024-06-22 00:00:00+00:00,64088.0,64442.5,63932.2,64253.0,355.67535869,64264.8,9469
2024-06-23 00:00:00+00:00,64253.0,64496.6,63176.0,63176.1,554.13121587,63970.5,12521
2024-06-24 00:00:00+00:00,63176.1,63277.8,58448.0,60297.0,3701.59188295,60748.3,46612
2024-06-25 00:00:00+00:00,60297.1,62364.8,60245.0,61794.0,1534.90147875,61359.5,25162
2024-06-26 00:00:00+00:00,61794.1,62454.4,60689.9,60815.1,827.76878602,61379.0,19898
2024-06-27 00:00:00+00:00,60815.2,62297.8,60580.7,61617.1,878.31549593,61491.3,20197
2024-06-28 00:00:00+00:00,61617.1,62100.0,59942.7,60319.6,880.35674383,60940.8,21465
2024-06-29 00:00:00+00:00,60319.6,61102.1,60307.7,60860.0,495.32479065,60859.3,11596
2024-06-30 00:00:00+00:00,60860.0,62916.3,60660.7,62680.3,819.171369,61800.8,15253
2024-07-01 00:00:00+00:00,62680.4,63798.9,62489.9,62858.5,1408.61107175,63155.0,23148
2024-07-02 00:00:00+00:00,62858.6,63168.6,61747.0,62019.9,924.08073447,62231.5,20035
2024-07-03 00:00:00+00:00,62020.0,62178.9,59341.6,60146.6,1615.05745394,60374.0,31614
2024-07-04 00:00:00+00:00,60146.6,60399.3,56777.0,57021.1,2727.52009454,58052.2,42227
2024-07-05 00:00:00+00:00,57031.4,57520.4,53563.3,56650.1,4102.76018281,55566.8,53763
2024-07-06 00:00:00+00:00,56650.1,58468.0,56028.6,58234.9,995.59225603,57066.3,18053
2024-07-07 00:00:00+00:00,58234.9,58396.7,55727.7,55845.4,940.57443934,57128.8,19203
2024-07-08 00:00:00+00:00,55845.4,58129.8,54301.3,56699.3,2283.59009877,56161.1,31517
2024-07-09 00:00:00+00:00,56699.3,58245.2,56325.2,58001.6,1412.64260222,57493.7,24721
2024-07-10 00:00:00+00:00,58001.6,59474.1,57154.1,57743.1,1511.28549023,58130.0,28726
2024-07-11 00:00:00+00:00,57742.1,59500.0,57075.5,57350.0,1532.40446222,58136.7,25327
2024-07-12 00:00:00+00:00,57350.0,58494.9,56593.3,57911.4,1135.13837554,57563.0,24512
2024-07-13 00:00:00+00:00,57911.5,59836.5,57784.1,59222.8,985.88672616,58741.8,16359
2024-07-14 00:00:00+00:00,59222.8,61373.5,59222.8,60810.0,1537.75585929,60078.6,22028
2024-07-15 00:00:00+00:00,60810.0,64900.0,60704.5,64764.2,2989.71251023,63119.7,38137
2024-07-16 00:00:00+00:00,64764.3,65416.3,62466.0,65088.7,3185.16204963,64315.2,46923
2024-07-17 00:00:00+00:00,65077.1,66100.3,63853.1,64120.0,1952.5629658,64968.4,30598
2024-07-18 00:00:00+00:00,64120.1,65097.1,63225.5,63960.7,1495.39840213,64122.8,22956
2024-07-19 00:00:00+00:00,63960.7,67429.0,63350.0,66708.9,2068.88597692,65974.4,33655
2024-07-20 00:00:00+00:00,66708.9,67612.9,66301.4,67166.1,878.57703216,66962.5,21176
2024-07-21 00:00:00+00:00,67166.1,68313.0,65857.0,68137.1,1510.0800522,67262.3,26488
2024-07-22 00:00:00+00:00,68137.2,68531.4,66600.0,67595.1,1381.72971405,67670.2,30477
2024-07-23 00:00:00+00:00,67595.2,67761.1,65458.8,65900.8,2538.76002268,66334.1,33824
2024-07-24 00:00:00+00:00,65900.8,67098.3,65134.4,65367.0,1565.37594373,66027.5,23358
2024-07-25 00:00:00+00:00,65360.4,66090.9,63427.5,65795.4,1783.90500659,64561.0,29923
2024-07-26 00:00:00+00:00,65794.2,69000.0,65755.6,67914.7,2487.78967158,67318.8,35371
2024-07-27 00:00:00+00:00,67914.7,69398.3,66624.3,67900.8,3068.23357372,68310.0,41232
2024-07-28 00:00:00+00:00,67912.9,68282.0,67090.9,68250.0,995.06551127,67742.1,17384
2024-07-29 00:00:00+00:00,68250.0,69985.0,66429.9,66755.3,2738.33894061,68162.0,44411
2024-07-30 00:00:00+00:00,66755.4,66973.7,65337.5,66175.1,1726.18820443,66247.3,27016
2024-07-31 00:00:00+00:00,66175.1,66799.9,64524.6,64638.1,1565.48572184,65782.4,31057
2024-08-01 00:00:00+00:00,64638.1,65550.0,62250.0,65300.0,2421.32198213,63816.6,41316
2024-08-02 00:00:00+00:00,65300.1,65500.0,61205.0,61409.9,2656.60031785,63379.6,39943
2024-08-03 00:00:00+00:00,61410.0,62126.7,59826.5,60688.5,2560.01992687,61035.2,34330
2024-08-04 00:00:00+00:00,60688.6,61040.4,57176.3,58103.0,1993.41704536,59114.9,33118
2024-08-05 00:00:00+00:00,58103.1,58270.3,49111.0,54006.5,10612.00555526,52908.5,135740
2024-08-06 00:00:00+00:00,54012.4,57056.5,53978.6,56080.0,3145.82396579,55873.3,46055
2024-08-07 00:00:00+00:00,56080.0,57720.8,54556.5,55091.0,2780.75950654,56166.4,42119
2024-08-08 00:00:00+00:00,55138.1,62700.0,54760.3,61704.7,3570.74854621,58958.1,47336
2024-08-09 00:00:00+00:00,61701.9,61732.2,59572.9,60859.9,3535.85878338,60603.9,35746
2024-08-10 00:00:00+00:00,60859.9,61444.6,60284.3,60951.7,745.15375745,60844.5,18724
2024-08-11 00:00:00+00:00,60951.8,61800.0,58329.9,58717.7,1657.2962015,59900.6,26464
2024-08-12 00:00:00+00:00,58717.7,60658.4,57690.0,59359.9,1772.47497441,59074.0,35652
2024-08-13 00:00:00+00:00,59359.5,61555.0,58441.2,60600.0,2442.99193825,60028.1,32890
2024-08-14 00:00:00+00:00,60600.1,61773.4,58500.0,58693.6,2297.26406239,60047.6,28085
2024-08-15 00:00:00+00:00,58693.7,59885.4,56117.7,57554.9,2578.85459852,58113.0,31098
2024-08-16 00:00:00+00:00,57555.0,59800.0,57100.9,58898.4,1659.79839491,58591.9,24337
2024-08-17 00:00:00+00:00,58895.6,59682.2,58812.4,59473.3,456.34171482,59359.2,11820
2024-08-18 00:00:00+00:00,59473.4,60234.4,58451.6,58466.5,812.95931566,59703.1,16003
2024-08-19 00:00:00+00:00,58466.5,59593.0,57860.8,59493.7,1313.0208045,58625.6,22221
2024-08-20 00:00:00+00:00,59493.7,61391.9,58572.7,59023.3,2101.76376736,59981.6,32159
2024-08-21 00:00:00+00:00,59023.3,61800.0,58844.0,61179.7,2153.31118019,60416.4,27946
2024-08-22 00:00:00+00:00,61179.8,61416.7,59805.7,60391.1,1586.14888616,60654.8,24398
2024-08-23 00:00:00+00:00,60391.1,64950.9,60390.0,64087.4,3155.25945614,62572.4,37763
2024-08-24 00:00:00+00:00,64087.5,64481.2,63641.0,64176.0,953.24449315,64113.2,19980
2024-08-25 00:00:00+00:00,64176.1,65070.7,63834.5,64288.1,707.02067492,64304.4,17564
2024-08-26 00:00:00+00:00,64288.1,64455.5,62851.0,62854.7,1136.40633879,63589.7,25632
2024-08-27 00:00:00+00:00,62851.1,63200.0,58009.6,59458.0,2317.8799107,60980.2,35201
2024-08-28 00:00:00+00:00,59458.0,60216.2,57870.8,59025.6,1959.75911169,59207.7,31780
2024-08-29 00:00:00+00:00,59025.6,61143.1,58717.4,59385.5,1464.07565396,59960.2,24266
2024-08-30 00:00:00+00:00,59385.5,59899.0,57755.0,59105.0,1521.27611375,58775.5,26903
2024-08-31 00:00:00+00:00,59110.0,59443.0,58736.9,58972.3,558.76100338,59102.1,15276
2024-09-01 00:00:00+00:00,58972.3,59026.7,57210.0,57321.2,1772.08376068,58115.5,25731
2024-09-02 00:00:00+00:00,57318.5,59388.0,57124.2,59128.6,1728.8002215,58224.2,22894
2024-09-03 00:00:00+00:00,59128.7,59773.0,57406.4,57497.6,1444.7019588,58269.9,25883
2024-09-04 00:00:00+00:00,57482.4,58508.0,55617.7,57970.0,2253.64124921,57167.3,37422
2024-09-05 00:00:00+00:00,57970.1,58285.9,55601.5,56163.9,2115.36409133,56667.6,33646
2024-09-06 00:00:00+00:00,56163.9,56964.1,52569.0,53948.3,3806.68584457,54852.3,55000
2024-09-07 00:00:00+00:00,53948.3,54810.2,53739.0,54146.4,1015.36745899,54166.4,21584
2024-09-08 00:00:00+00:00,54146.5,55317.6,53636.6,54856.8,980.64078512,54448.7,19909
2024-09-09 00:00:00+00:00,54856.9,58050.8,54580.3,57062.7,1806.65055351,56169.0,30804
2024-09-10 00:00:00+00:00,57062.7,58000.0,56440.2,57630.0,1234.54187638,57115.3,20562
2024-09-11 00:00:00+00:00,57630.0,57990.0,55548.1,57350.6,2108.12975023,56884.3,25601
2024-09-12 00:00:00+00:00,57350.7,58546.4,57339.0,58133.1,1392.83982615,58013.4,23323
2024-09-13 00:00:00+00:00,58133.4,60657.4,57658.3,60581.0,2992.83088973,59117.1,32440
2024-09-14 00:00:00+00:00,60581.1,60650.0,59478.3,60000.1,1011.96700566,60124.5,18220
2024-09-15 00:00:00+00:00,60000.2,60350.0,58679.1,59135.1,911.81154664,59668.2,15589
2024-09-16 00:00:00+00:00,59135.1,59176.7,57488.7,58197.2,1394.86006272,58225.5,23357
2024-09-17 00:00:00+00:00,58197.3,61300.0,57619.9,60317.2,2381.81722631,60050.4,31003
2024-09-18 00:00:00+00:00,60317.1,61777.7,59164.6,61777.7,2374.42823592,60292.5,34518
2024-09-19 00:00:00+00:00,61777.7,63840.0,61599.2,62922.1,2674.7679481,62800.1,32072
2024-09-20 00:00:00+00:00,62922.2,64087.0,62373.3,63210.2,2234.54850294,63164.5,37364
2024-09-21 00:00:00+00:00,63210.3,63539.5,62801.0,63376.1,1769.28073004,63133.4,25270
2024-09-22 00:00:00+00:00,63376.1,64000.0,62440.6,63615.2,2192.35369043,63025.9,30771
2024-09-23 00:00:00+00:00,63615.2,64777.3,62643.0,63332.4,2429.20341709,63661.3,35701
2024-09-24 00:00:00+00:00,63332.4,64681.0,62739.4,64271.8,1731.18720351,63693.7,31760
2024-09-25 00:00:00+00:00,64271.9,64770.0,62917.4,63139.2,1472.03011434,63719.7,26683
2024-09-26 00:00:00+00:00,63139.2,65764.9,62673.3,65183.5,2376.40345616,64774.8,33061
2024-09-27 00:00:00+00:00,65179.3,66452.8,64841.2,65788.9,1580.52059663,65752.7,25987
2024-09-28 00:00:00+00:00,65788.8,66218.7,65475.7,65878.4,434.17709796,65772.9,14053
2024-09-29 00:00:00+00:00,65862.7,66055.0,65474.4,65610.0,541.96337683,65707.2,13312
2024-09-30 00:00:00+00:00,65610.1,65610.1,62883.9,63338.5,1812.35809052,64055.1,31199
2024-10-01 00:00:00+00:00,63325.0,64100.0,60203.4,60819.1,2632.62350634,62147.0,38700
2024-10-02 00:00:00+00:00,60819.1,62350.0,60000.0,60635.3,1636.61948719,61198.3,27659
2024-10-03 00:00:00+00:00,60643.9,61467.5,59850.0,60739.6,1794.05177805,60652.7,28987
2024-10-04 00:00:00+00:00,60739.7,62470.0,60451.6,62081.0,1614.92871105,61725.4,26302
2024-10-05 00:00:00+00:00,62081.0,62328.3,61700.0,62049.0,543.8720812,61997.1,13125
2024-10-06 00:00:00+00:00,62048.5,62921.0,61824.9,62809.3,558.72425339,62396.7,15811
2024-10-07 00:00:00+00:00,62809.4,64419.3,62150.8,62234.6,1753.12946058,63375.5,32701
2024-10-08 00:00:00+00:00,62221.1,63180.2,61825.4,62117.9,1451.97055407,62446.2,28769
2024-10-09 00:00:00+00:00,62120.6,62493.0,60300.0,60558.0,1425.15802177,61611.2,28558
2024-10-10 00:00:00+00:00,60558.0,61237.4,58888.0,60279.5,1660.04543018,60051.3,28717
2024-10-11 00:00:00+00:00,60275.9,63414.5,60063.4,62502.5,1956.73441154,62164.4,38754
2024-10-12 00:00:00+00:00,62502.5,63445.0,62495.0,63184.0,687.2439732,63013.0,27088
2024-10-13 00:00:00+00:00,63184.9,63273.0,62029.9,62834.9,808.19554302,62646.6,15709
2024-10-14 00:00:00+00:00,62834.9,66400.0,62465.0,66025.5,2419.74862017,65033.8,61236
2024-10-15 00:00:00+00:00,66025.6,67871.1,64686.1,67060.5,3990.01286365,66193.6,49705
2024-10-16 00:00:00+00:00,67056.0,68328.6,66751.5,67589.9,1989.74847719,67655.5,33858
2024-10-17 00:00:00+00:00,67590.0,67899.9,66644.5,67407.8,1581.80315377,67208.4,31915
2024-10-18 00:00:00+00:00,67407.8,68980.3,67189.9,68440.3,1519.44740947,68262.2,32011
2024-10-19 00:00:00+00:00,68440.2,68632.7,68062.2,68374.9,402.00012426,68291.9,15819
2024-10-20 00:00:00+00:00,68375.0,69315.0,68129.4,69010.5,696.12320319,68665.6,20673
2024-10-21 00:00:00+00:00,69010.5,69447.8,66838.6,67385.1,2249.69267837,67857.8,42900
2024-10-22 00:00:00+00:00,67385.1,67750.0,66564.4,67387.6,1332.15318315,67223.0,33260
2024-10-23 00:00:00+00:00,67384.2,67407.5,65199.0,66633.4,1637.67388406,66212.5,38619
2024-10-24 00:00:00+00:00,66630.5,68794.2,66452.2,68170.1,1711.06407067,67708.6,37956
2024-10-25 00:00:00+00:00,68170.1,68699.0,65531.0,66606.8,1962.900885,67272.8,46344
2024-10-26 00:00:00+00:00,66606.8,67348.4,66364.0,67026.0,551.1168065,66949.2,19066
2024-10-27 00:00:00+00:00,67026.1,68196.0,66850.4,67941.2,669.93058797,67532.6,16686
2024-10-28 00:00:00+00:00,67941.3,70200.0,67535.0,69911.9,2663.61172521,69066.4,41072
2024-10-29 00:00:00+00:00,69912.0,73574.9,69720.1,72661.0,3112.48180118,71932.3,60478
2024-10-30 00:00:00+00:00,72661.0,72887.9,71400.0,72331.1,1750.94496989,72180.5,41109
