fixture_id,world_cup_year,round,team_id,team_name,player_id,player_name,minutes_played,player_number,position,rating,is_captain,is_substitute,appeared,shots_total,shots_on_target,goals_scored,goals_conceded,goals_assists,goals_saves,passes_total,passes_key,passes_accuracy,tackles_total,tackles_blocks,tackles_interceptions,duels_total,duels_won,dribbles_attempts,dribbles_success,dribbles_past,fouls_drawn,fouls_committed,cards_yellow,cards_red,penalty_won,penalty_committed,penalty_scored,penalty_missed,penalty_saved,offsides,pass_accuracy_pct,duel_win_pct,dribble_success_pct,shot_accuracy_pct,goals_per_shot,minutes_per_goal,defensive_actions,attacking_actions,goals_per_90,assists_per_90,key_passes_per_90,tackles_per_90,successful_dribbles_per_90,fouls_committed_per_90
135777,2018,Group Stage - 1,4,Russia,1210,Aleksandr Erokhin,,21,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,4,Russia,485,Anton Miranchuk,,16,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,4,Russia,484,Aleksei Miranchuk,,15,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,4,Russia,923,Denis Cheryshev,66.0,6,Midfielder,8.7,False,True,True,3.0,3.0,2.0,0,0.0,0.0,19.0,0.0,14.0,2.0,0.0,0.0,13.0,7.0,3.0,3.0,1.0,0.0,4.0,0,0,0.0,0.0,0,0,0.0,0.0,73.7,53.8,100.0,100.0,0.667,33.0,2.0,2.0,2.727,0.0,0.0,2.727,4.091,5.455
135777,2018,Group Stage - 1,4,Russia,1223,Artem Dzyuba,20.0,22,Forward,7.9,False,True,True,1.0,1.0,1.0,0,1.0,0.0,8.0,1.0,7.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,87.5,33.3,,100.0,1.0,20.0,0.0,3.0,4.5,4.5,4.5,0.0,0.0,4.5
135777,2018,Group Stage - 1,23,Saudi Arabia,44327,Abdullah Al-Mayouf,90.0,1,Goalkeeper,5.2,False,False,True,0.0,0.0,0.0,5,0.0,2.0,34.0,0.0,14.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,41.2,100.0,,,,,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44329,Mohammed Al-Burayk,90.0,6,Defender,6.5,False,False,True,0.0,0.0,0.0,0,0.0,0.0,69.0,0.0,58.0,3.0,0.0,0.0,20.0,11.0,1.0,1.0,1.0,6.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,84.1,55.0,100.0,,,,3.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0
135777,2018,Group Stage - 1,23,Saudi Arabia,104219,Osama Hawsawi,90.0,3,Defender,6.5,True,False,True,0.0,0.0,0.0,0,0.0,0.0,64.0,0.0,52.0,4.0,0.0,1.0,11.0,8.0,0.0,0.0,2.0,2.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,81.2,72.7,,,,,5.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44302,Omar Hawsawi,90.0,5,Defender,6.2,False,False,True,0.0,0.0,0.0,0,0.0,0.0,56.0,0.0,43.0,1.0,0.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,76.8,71.4,100.0,,,,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44331,Yasir Al-Shahrani,90.0,13,Defender,6.5,False,False,True,1.0,0.0,0.0,0,0.0,0.0,61.0,0.0,43.0,4.0,0.0,1.0,23.0,12.0,3.0,3.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,70.5,52.2,100.0,0.0,0.0,,5.0,0.0,0.0,0.0,0.0,4.0,3.0,1.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44350,Abdullah Ateef,64.0,14,Midfielder,6.5,False,False,True,0.0,0.0,0.0,0,0.0,0.0,56.0,0.0,49.0,1.0,0.0,1.0,9.0,5.0,0.0,0.0,2.0,4.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,87.5,55.6,,,,,2.0,0.0,0.0,0.0,0.0,1.406,0.0,0.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44313,Yahia Al-Shehri,74.0,8,Midfielder,5.7,False,False,True,0.0,0.0,0.0,0,0.0,0.0,36.0,0.0,31.0,0.0,0.0,2.0,10.0,0.0,4.0,0.0,1.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,86.1,0.0,0.0,,,,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44427,Taisir Al-Jassim,90.0,17,Midfielder,5.6,False,False,True,0.0,0.0,0.0,0,0.0,0.0,37.0,1.0,32.0,1.0,0.0,1.0,14.0,4.0,3.0,1.0,0.0,2.0,3.0,1,0,0.0,0.0,0,0,0.0,0.0,86.5,28.6,33.3,,,,2.0,1.0,0.0,0.0,1.0,1.0,1.0,3.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44341,Salman Al-Faraj,90.0,7,Midfielder,6.6,False,False,True,0.0,0.0,0.0,0,0.0,0.0,80.0,2.0,73.0,2.0,0.0,0.0,7.0,4.0,2.0,0.0,0.0,2.0,1.0,0,0,0.0,0.0,0,0,0.0,1.0,91.2,57.1,0.0,,,,2.0,2.0,0.0,0.0,2.0,2.0,0.0,1.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44340,Salem Al-Dawsari,90.0,18,Midfielder,6.3,False,False,True,2.0,0.0,0.0,0,0.0,0.0,44.0,1.0,40.0,4.0,0.0,1.0,19.0,8.0,4.0,1.0,1.0,3.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,90.9,42.1,25.0,0.0,0.0,,5.0,1.0,0.0,0.0,1.0,4.0,1.0,0.0
135777,2018,Group Stage - 1,23,Saudi Arabia,44321,Mohammed Al Sahlawi,85.0,10,Forward,6.5,False,False,True,0.0,0.0,0.0,0,0.0,0.0,13.0,0.0,10.0,1.0,0.0,0.0,16.0,5.0,0.0,0.0,2.0,0.0,2.0,0,0,0.0,0.0,0,0,0.0,0.0,76.9,31.2,,,,,1.0,0.0,0.0,0.0,0.0,1.059,0.0,2.118
135777,2018,Group Stage - 1,23,Saudi Arabia,44411,Mohammed Al-Owais,,22,Goalkeeper,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44410,Yasser Al-Mosailem,,21,Goalkeeper,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44421,Motaz Hawsawi,,23,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44597,Mansour Al-Harbi,,2,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44332,Ali Al-Boleahi,,4,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44617,Fahad Al Muwallad,26.0,19,Forward,6.3,False,True,True,0.0,0.0,0.0,0,0.0,0.0,2.0,0.0,2.0,1.0,0.0,0.0,4.0,1.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,100.0,25.0,0.0,,,,1.0,0.0,0.0,0.0,0.0,3.462,0.0,3.462
135777,2018,Group Stage - 1,23,Saudi Arabia,44349,Mohamed Kanno,,12,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44347,Hattan Bahebri,16.0,9,Midfielder,6.3,False,True,True,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,3.0,1.0,0.0,0.0,1.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,75.0,33.3,,,,,1.0,0.0,0.0,0.0,0.0,5.625,0.0,5.625
135777,2018,Group Stage - 1,23,Saudi Arabia,44429,Hussain Al Moqahwi,,16,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44342,Abdulmalek Al-Khaibri,,11,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44315,Abdullah Alkhaibari,,15,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135777,2018,Group Stage - 1,23,Saudi Arabia,44445,Muhannad Asiri,5.0,20,Forward,6.5,False,True,True,0.0,0.0,0.0,0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,100.0,0.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135778,2018,Group Stage - 1,32,Egypt,16797,Mohamed El-Shenawy,90.0,23,Goalkeeper,6.9,False,False,True,0.0,0.0,0.0,1,0.0,4.0,22.0,0.0,6.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,27.3,100.0,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135778,2018,Group Stage - 1,32,Egypt,16803,Ahmed Fathi,90.0,7,Defender,7.2,True,False,True,1.0,1.0,0.0,0,0.0,0.0,36.0,1.0,30.0,7.0,0.0,3.0,12.0,8.0,1.0,1.0,2.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,83.3,66.7,100.0,100.0,0.0,,10.0,1.0,0.0,0.0,1.0,7.0,1.0,1.0
135778,2018,Group Stage - 1,32,Egypt,2653,Ali Gabr,90.0,2,Defender,6.6,False,False,True,0.0,0.0,0.0,0,0.0,0.0,21.0,0.0,14.0,0.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,66.7,100.0,,,,,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135778,2018,Group Stage - 1,32,Egypt,19149,Ahmed Hegazy,90.0,6,Defender,6.7,False,False,True,0.0,0.0,0.0,0,0.0,0.0,43.0,0.0,28.0,0.0,1.0,5.0,7.0,3.0,0.0,0.0,0.0,0.0,1.0,1,0,0.0,0.0,0,0,0.0,0.0,65.1,42.9,,,,,6.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
135778,2018,Group Stage - 1,32,Egypt,44424,Mohamed Abdel Shafi,90.0,13,Defender,6.9,False,False,True,0.0,0.0,0.0,0,0.0,0.0,51.0,0.0,37.0,2.0,0.0,2.0,5.0,3.0,1.0,1.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,72.5,60.0,100.0,,,,4.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0
135778,2018,Group Stage - 1,32,Egypt,1452,Mohamed Elneny,90.0,17,Midfielder,6.7,False,False,True,1.0,0.0,0.0,0,0.0,0.0,49.0,1.0,43.0,1.0,0.0,1.0,5.0,1.0,0.0,0.0,1.0,0.0,2.0,0,0,0.0,0.0,0,0,0.0,0.0,87.8,20.0,,0.0,0.0,,2.0,1.0,0.0,0.0,1.0,1.0,0.0,2.0
135778,2018,Group Stage - 1,32,Egypt,2663,Tarek Hamed,50.0,8,Midfielder,6.9,False,False,True,0.0,0.0,0.0,0,0.0,0.0,31.0,0.0,26.0,2.0,0.0,1.0,7.0,4.0,0.0,0.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,83.9,57.1,,,,,3.0,0.0,0.0,0.0,0.0,3.6,0.0,1.8
135778,2018,Group Stage - 1,32,Egypt,2667,Amr Warda,82.0,22,Midfielder,7.0,False,False,True,0.0,0.0,0.0,0,0.0,0.0,27.0,2.0,16.0,1.0,0.0,1.0,12.0,7.0,2.0,2.0,0.0,2.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,59.3,58.3,100.0,,,,2.0,2.0,0.0,0.0,2.195,1.098,2.195,1.098
135778,2018,Group Stage - 1,32,Egypt,16838,Abdallah El-Said,90.0,19,Midfielder,6.7,False,False,True,1.0,0.0,0.0,0,0.0,0.0,55.0,0.0,40.0,3.0,0.0,1.0,15.0,5.0,0.0,0.0,3.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,72.7,33.3,,0.0,0.0,,4.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0
135778,2018,Group Stage - 1,32,Egypt,2664,Trezeguet,90.0,21,Midfielder,6.2,False,False,True,2.0,1.0,0.0,0,0.0,0.0,38.0,0.0,32.0,4.0,1.0,3.0,16.0,5.0,3.0,0.0,3.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,84.2,31.2,0.0,50.0,0.0,,8.0,0.0,0.0,0.0,0.0,4.0,0.0,1.0
135778,2018,Group Stage - 1,32,Egypt,16828,Marwan Mohsen,63.0,9,Forward,6.5,False,False,True,1.0,1.0,0.0,0,0.0,0.0,13.0,0.0,8.0,0.0,0.0,0.0,14.0,3.0,0.0,0.0,2.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,1.0,61.5,21.4,,100.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.429
135778,2018,Group Stage - 1,32,Egypt,17322,Essam El-Hadary,,1,Goalkeeper,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,16796,Sherif Ekramy,,16,Goalkeeper,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,2652,Omar Gaber,,4,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,16858,Mahmoud Hamdi,,15,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,19186,Ahmed El-Mohamady,,3,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,16801,Ayman Ashraf,,12,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,16806,Saad Samir,,20,Defender,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,16861,Kahraba,27.0,11,Midfielder,5.9,False,True,True,0.0,0.0,0.0,0,0.0,0.0,11.0,0.0,7.0,0.0,0.0,0.0,9.0,1.0,2.0,0.0,0.0,0.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,63.6,11.1,0.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.333
135778,2018,Group Stage - 1,32,Egypt,26984,Shikabala,,18,Midfielder,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,32,Egypt,16821,Ramadan Sobhi,8.0,14,Midfielder,6.3,False,True,True,0.0,0.0,0.0,0,0.0,0.0,4.0,0.0,3.0,1.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,75.0,50.0,,,,,1.0,0.0,0.0,0.0,0.0,11.25,0.0,0.0
135778,2018,Group Stage - 1,32,Egypt,19558,Sam Morsy,40.0,5,Midfielder,6.7,False,True,True,0.0,0.0,0.0,0,0.0,0.0,23.0,0.0,23.0,2.0,0.0,3.0,6.0,2.0,1.0,0.0,0.0,0.0,2.0,1,0,0.0,0.0,0,0,0.0,0.0,100.0,33.3,0.0,,,,5.0,0.0,0.0,0.0,0.0,4.5,0.0,4.5
135778,2018,Group Stage - 1,32,Egypt,306,Mohamed Salah,,10,Forward,,False,True,False,,,,0,,,,,,,,,,,,,,,,0,0,,,0,0,,,,,,,,,,,,,,,,
135778,2018,Group Stage - 1,7,Uruguay,429,Fernando Muslera,90.0,1,Goalkeeper,7.3,False,False,True,0.0,0.0,0.0,0,0.0,3.0,18.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,77.8,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
135778,2018,Group Stage - 1,7,Uruguay,1290,Guillermo Varela,90.0,4,Defender,7.5,False,False,True,0.0,0.0,0.0,0,0.0,0.0,55.0,1.0,53.0,3.0,0.0,1.0,9.0,6.0,1.0,1.0,1.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,96.4,66.7,100.0,,,,4.0,1.0,0.0,0.0,1.0,3.0,1.0,0.0
135778,2018,Group Stage - 1,7,Uruguay,31,José Giménez,90.0,2,Defender,8.3,False,False,True,1.0,1.0,1.0,0,0.0,0.0,65.0,0.0,55.0,4.0,0.0,9.0,14.0,11.0,1.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,84.6,78.6,100.0,100.0,1.0,90.0,13.0,1.0,1.0,0.0,0.0,4.0,1.0,1.0
135778,2018,Group Stage - 1,7,Uruguay,32,Diego Godín,90.0,3,Defender,8.5,True,False,True,0.0,0.0,0.0,0,0.0,0.0,68.0,1.0,58.0,4.0,0.0,4.0,15.0,11.0,2.0,2.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,85.3,73.3,100.0,,,,8.0,1.0,0.0,0.0,1.0,4.0,2.0,1.0
135778,2018,Group Stage - 1,7,Uruguay,854,Martín Cáceres,90.0,22,Defender,6.3,False,False,True,1.0,0.0,0.0,0,0.0,0.0,40.0,0.0,34.0,0.0,0.0,1.0,9.0,4.0,0.0,0.0,1.0,1.0,2.0,0,0,0.0,0.0,0,0,0.0,0.0,85.0,44.4,,0.0,0.0,,1.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
135778,2018,Group Stage - 1,7,Uruguay,2614,Nahitan Nández,58.0,8,Midfielder,6.9,False,False,True,0.0,0.0,0.0,0,0.0,0.0,33.0,1.0,26.0,2.0,0.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,78.8,80.0,,,,,3.0,1.0,0.0,0.0,1.552,3.103,0.0,0.0
135778,2018,Group Stage - 1,7,Uruguay,211,Matías Vecino,87.0,15,Midfielder,7.9,False,False,True,2.0,0.0,0.0,0,0.0,0.0,85.0,0.0,73.0,1.0,0.0,6.0,11.0,9.0,2.0,2.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,0.0,85.9,81.8,100.0,0.0,0.0,,7.0,0.0,0.0,0.0,0.0,1.034,2.069,0.0
135778,2018,Group Stage - 1,7,Uruguay,863,Rodrigo Bentancur,90.0,6,Midfielder,7.9,False,False,True,0.0,0.0,0.0,0,0.0,0.0,87.0,1.0,81.0,2.0,0.0,4.0,10.0,8.0,1.0,1.0,0.0,2.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,93.1,80.0,100.0,,,,6.0,1.0,0.0,0.0,1.0,2.0,1.0,1.0
135778,2018,Group Stage - 1,7,Uruguay,2612,Giorgian De Arrascaeta,59.0,10,Midfielder,6.6,False,False,True,0.0,0.0,0.0,0,0.0,0.0,24.0,0.0,22.0,2.0,0.0,1.0,10.0,5.0,2.0,1.0,0.0,1.0,1.0,0,0,0.0,0.0,0,0,0.0,0.0,91.7,50.0,50.0,,,,3.0,0.0,0.0,0.0,0.0,3.051,1.525,1.525
135778,2018,Group Stage - 1,7,Uruguay,157,Luis Suárez,90.0,9,Forward,5.9,False,False,True,3.0,1.0,0.0,0,0.0,0.0,29.0,2.0,20.0,0.0,0.0,2.0,12.0,2.0,5.0,1.0,0.0,1.0,0.0,0,0,0.0,0.0,0,0,0.0,1.0,69.0,16.7,20.0,33.3,0.0,,2.0,2.0,0.0,0.0,2.0,0.0,1.0,0.0
