fixture_id,world_cup_year,date,round,venue_name,venue_city,referee,status,status_long,elapsed_minutes,home_team_id,home_team_name,home_team_winner,away_team_id,away_team_name,away_team_winner,home_goals,away_goals,halftime_home,halftime_away,fulltime_home,fulltime_away,extratime_home,extratime_away,went_to_extra_time,penalty_home,penalty_away,went_to_penalties,day_of_week,match_month,match_hour,is_group_stage,is_knockout,total_goals,goal_difference,home_goal_diff,match_result,decided_by_penalties,decided_by_extra_time,decided_in_regular_time,is_high_scoring,is_clean_sheet_home,is_clean_sheet_away
208404,2010,2010-06-15T11:30:00+00:00,Group Stage - 1,Royal Bafokeng Stadium,"Phokeng, NW",J. Damon,FT,Match Finished,90,4673,New Zealand,False,773,Slovakia,False,1,1,0,0,1,1,,,False,,,False,Tuesday,6,11,True,False,2,0,0,draw,False,False,True,False,False,False
208405,2010,2010-06-15T14:00:00+00:00,Group Stage - 1,Nelson Mandela Bay Stadium,Port Elizabeth,J. Larrionda,FT,Match Finished,90,1501,Ivory Coast,False,27,Portugal,False,0,0,0,0,0,0,,,False,,,False,Tuesday,6,14,True,False,0,0,0,draw,False,False,True,False,True,True
208406,2010,2010-06-15T18:30:00+00:00,Group Stage - 1,Emirates Airline Park,"Johannesburg, GA",V. Kassai,FT,Match Finished,90,6,Brazil,True,1561,North Korea,False,2,1,0,0,2,1,,,False,,,False,Tuesday,6,18,True,False,3,1,1,home_win,False,False,True,False,False,False
208407,2010,2010-06-16T11:30:00+00:00,Group Stage - 1,Mbombela Stadium,Nelspruit,E. Maillet,FT,Match Finished,90,4672,Honduras,False,2383,Chile,True,0,1,0,1,0,1,,,False,,,False,Wednesday,6,11,True,False,1,1,-1,away_win,False,False,True,False,False,True
208408,2010,2010-06-16T14:00:00+00:00,Group Stage - 1,Moses Mabhida Stadium,Durban,H. Webb,FT,Match Finished,90,9,Spain,False,15,Switzerland,True,0,1,0,0,0,1,,,False,,,False,Wednesday,6,14,True,False,1,1,-1,away_win,False,False,True,False,False,True
208409,2010,2010-06-16T18:30:00+00:00,Group Stage - 2,Loftus Versfeld Stadium,Pretoria (Tshwane),,FT,Match Finished,90,1531,South Africa,False,7,Uruguay,True,0,3,0,1,0,3,,,False,,,False,Wednesday,6,18,True,False,3,3,-3,away_win,False,False,True,False,False,True
208410,2010,2010-06-17T11:30:00+00:00,Group Stage - 2,FNB Stadium,"Johannesburg, GA",F. De Bleeckere,FT,Match Finished,90,26,Argentina,True,17,South Korea,False,4,1,2,1,4,1,,,False,,,False,Thursday,6,11,True,False,5,3,3,home_win,False,False,True,True,False,False
208411,2010,2010-06-17T14:00:00+00:00,Group Stage - 2,Free State Stadium,Bloemfontein,O. Ruíz,FT,Match Finished,90,1117,Greece,True,19,Nigeria,False,2,1,1,1,2,1,,,False,,,False,Thursday,6,14,True,False,3,1,1,home_win,False,False,True,False,False,False
208412,2010,2010-06-17T18:30:00+00:00,Group Stage - 2,Peter Mokaba Stadium,Pietersburg,Khalil Al Ghamdi,FT,Match Finished,90,2,France,False,16,Mexico,True,0,2,0,0,0,2,,,False,,,False,Thursday,6,18,True,False,2,2,-2,away_win,False,False,True,False,False,True
208413,2010,2010-06-18T11:30:00+00:00,Group Stage - 2,Nelson Mandela Bay Stadium,Port Elizabeth,Alberto Undiano,FT,Match Finished,90,25,Germany,False,14,Serbia,True,0,1,0,1,0,1,,,False,,,False,Friday,6,11,True,False,1,1,-1,away_win,False,False,True,False,False,True
208414,2010,2010-06-18T14:00:00+00:00,Group Stage - 2,Emirates Airline Park,"Johannesburg, GA",K. Coulibaly,FT,Match Finished,90,1091,Slovenia,False,2384,USA,False,2,2,2,0,2,2,,,False,,,False,Friday,6,14,True,False,4,0,0,draw,False,False,True,True,False,False
208415,2010,2010-06-18T18:30:00+00:00,Group Stage - 2,Cape Town Stadium,Cape Town,R. Irmatov,FT,Match Finished,90,10,England,False,1532,Algeria,False,0,0,0,0,0,0,,,False,,,False,Friday,6,18,True,False,0,0,0,draw,False,False,True,False,True,True
208416,2010,2010-06-19T11:30:00+00:00,Group Stage - 2,Moses Mabhida Stadium,Durban,H. Baldassi,FT,Match Finished,90,1118,Netherlands,True,12,Japan,False,1,0,0,0,1,0,,,False,,,False,Saturday,6,11,True,False,1,1,1,home_win,False,False,True,False,True,False
208417,2010,2010-06-19T14:00:00+00:00,Group Stage - 2,Royal Bafokeng Stadium,"Phokeng, NW",R. Rosetti,FT,Match Finished,90,1504,Ghana,False,20,Australia,False,1,1,1,1,1,1,,,False,,,False,Saturday,6,14,True,False,2,0,0,draw,False,False,True,False,False,False
208418,2010,2010-06-19T18:30:00+00:00,Group Stage - 2,Loftus Versfeld Stadium,Tshwane,J. Larrionda,FT,Match Finished,90,1530,Cameroon,False,21,Denmark,True,1,2,1,1,1,2,,,False,,,False,Saturday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
208419,2010,2010-06-20T11:30:00+00:00,Group Stage - 2,Free State Stadium,Bloemfontein,E. Maillet,FT,Match Finished,90,773,Slovakia,False,2380,Paraguay,True,0,2,0,1,0,2,,,False,,,False,Sunday,6,11,True,False,2,2,-2,away_win,False,False,True,False,False,True
208420,2010,2010-06-20T14:00:00+00:00,Group Stage - 2,Mbombela Stadium,Nelspruit,C. Batres,FT,Match Finished,90,768,Italy,False,4673,New Zealand,False,1,1,1,1,1,1,,,False,,,False,Sunday,6,14,True,False,2,0,0,draw,False,False,True,False,False,False
208421,2010,2010-06-20T18:30:00+00:00,Group Stage - 2,FNB Stadium,"Johannesburg, GA",S. Lannoy,FT,Match Finished,90,6,Brazil,True,1501,Ivory Coast,False,3,1,1,0,3,1,,,False,,,False,Sunday,6,18,True,False,4,2,2,home_win,False,False,True,True,False,False
208422,2010,2010-06-21T11:30:00+00:00,Group Stage - 2,Cape Town Stadium,Cape Town,P. Pozo,FT,Match Finished,90,27,Portugal,True,1561,North Korea,False,7,0,1,0,7,0,,,False,,,False,Monday,6,11,True,False,7,7,7,home_win,False,False,True,True,True,False
208423,2010,2010-06-21T14:00:00+00:00,Group Stage - 2,Nelson Mandela Bay Stadium,Port Elizabeth,Khalil Al Ghamdi,FT,Match Finished,90,2383,Chile,True,15,Switzerland,False,1,0,0,0,1,0,,,False,,,False,Monday,6,14,True,False,1,1,1,home_win,False,False,True,False,True,False
208424,2010,2010-06-21T18:30:00+00:00,Group Stage - 2,Emirates Airline Park,"Johannesburg, GA",Y. Nishimura,FT,Match Finished,90,9,Spain,True,4672,Honduras,False,2,0,1,0,2,0,,,False,,,False,Monday,6,18,True,False,2,2,2,home_win,False,False,True,False,True,False
208425,2010,2010-06-22T14:00:00+00:00,Group Stage - 3,Free State Stadium,Bloemfontein,O. Ruíz,FT,Match Finished,90,2,France,False,1531,South Africa,True,1,2,0,2,1,2,,,False,,,False,Tuesday,6,14,True,False,3,1,-1,away_win,False,False,True,False,False,False
208426,2010,2010-06-22T14:00:00+00:00,Group Stage - 3,Royal Bafokeng Stadium,Phokeng,,FT,Match Finished,90,16,Mexico,False,7,Uruguay,True,0,1,0,1,0,1,,,False,,,False,Tuesday,6,14,True,False,1,1,-1,away_win,False,False,True,False,False,True
208427,2010,2010-06-22T18:30:00+00:00,Group Stage - 3,Moses Mabhida Stadium,Durban,Olegário Benquerença,FT,Match Finished,90,19,Nigeria,False,17,South Korea,False,2,2,1,1,2,2,,,False,,,False,Tuesday,6,18,True,False,4,0,0,draw,False,False,True,True,False,False
208428,2010,2010-06-22T18:30:00+00:00,Group Stage - 3,Peter Mokaba Stadium,Pietersburg,R. Irmatov,FT,Match Finished,90,1117,Greece,False,26,Argentina,True,0,2,0,0,0,2,,,False,,,False,Tuesday,6,18,True,False,2,2,-2,away_win,False,False,True,False,False,True
208429,2010,2010-06-23T14:00:00+00:00,Group Stage - 3,Nelson Mandela Bay Stadium,Port Elizabeth,W. Stark,FT,Match Finished,90,1091,Slovenia,False,10,England,True,0,1,0,1,0,1,,,False,,,False,Wednesday,6,14,True,False,1,1,-1,away_win,False,False,True,False,False,True
208430,2010,2010-06-23T14:00:00+00:00,Group Stage - 3,Loftus Versfeld Stadium,Tshwane,F. De Bleeckere,FT,Match Finished,90,2384,USA,True,1532,Algeria,False,1,0,0,0,1,0,,,False,,,False,Wednesday,6,14,True,False,1,1,1,home_win,False,False,True,False,True,False
208431,2010,2010-06-23T18:30:00+00:00,Group Stage - 3,Mbombela Stadium,Nelspruit,J. Larrionda,FT,Match Finished,90,20,Australia,True,14,Serbia,False,2,1,0,0,2,1,,,False,,,False,Wednesday,6,18,True,False,3,1,1,home_win,False,False,True,False,False,False
208432,2010,2010-06-23T18:30:00+00:00,Group Stage - 3,FNB Stadium,"Johannesburg, GA",Carlos Simon,FT,Match Finished,90,1504,Ghana,False,25,Germany,True,0,1,0,0,0,1,,,False,,,False,Wednesday,6,18,True,False,1,1,-1,away_win,False,False,True,False,False,True
208433,2010,2010-06-24T14:00:00+00:00,Group Stage - 3,Emirates Airline Park,"Johannesburg, GA",H. Webb,FT,Match Finished,90,773,Slovakia,True,768,Italy,False,3,2,1,0,3,2,,,False,,,False,Thursday,6,14,True,False,5,1,1,home_win,False,False,True,True,False,False
208434,2010,2010-06-24T14:00:00+00:00,Group Stage - 3,Peter Mokaba Stadium,Pietersburg,Y. Nishimura,FT,Match Finished,90,2380,Paraguay,False,4673,New Zealand,False,0,0,0,0,0,0,,,False,,,False,Thursday,6,14,True,False,0,0,0,draw,False,False,True,False,True,True
208435,2010,2010-06-24T18:30:00+00:00,Group Stage - 3,Cape Town Stadium,Cape Town,P. Pozo,FT,Match Finished,90,1530,Cameroon,False,1118,Netherlands,True,1,2,0,1,1,2,,,False,,,False,Thursday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
208436,2010,2010-06-24T18:30:00+00:00,Group Stage - 3,Royal Bafokeng Stadium,"Phokeng, NW",J. Damon,FT,Match Finished,90,21,Denmark,False,12,Japan,True,1,3,0,2,1,3,,,False,,,False,Thursday,6,18,True,False,4,2,-2,away_win,False,False,True,True,False,False
208437,2010,2010-06-25T14:00:00+00:00,Group Stage - 3,Moses Mabhida Stadium,Durban,B. Archundia,FT,Match Finished,90,27,Portugal,False,6,Brazil,False,0,0,0,0,0,0,,,False,,,False,Friday,6,14,True,False,0,0,0,draw,False,False,True,False,True,True
208438,2010,2010-06-25T14:00:00+00:00,Group Stage - 3,Mbombela Stadium,Nelspruit,Alberto Undiano,FT,Match Finished,90,1561,North Korea,False,1501,Ivory Coast,True,0,3,0,2,0,3,,,False,,,False,Friday,6,14,True,False,3,3,-3,away_win,False,False,True,False,False,True
208439,2010,2010-06-25T18:30:00+00:00,Group Stage - 3,Loftus Versfeld Stadium,Tshwane,M. Rodríguez,FT,Match Finished,90,2383,Chile,False,9,Spain,True,1,2,0,2,1,2,,,False,,,False,Friday,6,18,True,False,3,1,-1,away_win,False,False,True,False,False,False
208440,2010,2010-06-25T18:30:00+00:00,Group Stage - 3,Free State Stadium,Bloemfontein,H. Baldassi,FT,Match Finished,90,15,Switzerland,False,4672,Honduras,False,0,0,0,0,0,0,,,False,,,False,Friday,6,18,True,False,0,0,0,draw,False,False,True,False,True,True
208377,2010,2010-06-26T14:00:00+00:00,Round of 16,Nelson Mandela Bay Stadium,Port Elizabeth,W. Stark,FT,Match Finished,90,7,Uruguay,True,17,South Korea,False,2,1,1,0,2,1,,,False,,,False,Saturday,6,14,False,True,3,1,1,home_win,False,False,True,False,False,False
208378,2010,2010-06-26T18:30:00+00:00,Round of 16,Royal Bafokeng Stadium,"Phokeng, NW",V. Kassai,AET,Match Finished,120,2384,USA,False,1504,Ghana,True,1,2,0,1,1,1,0.0,1.0,True,,,False,Saturday,6,18,False,True,3,1,-1,away_win,False,True,False,False,False,False
208379,2010,2010-06-27T14:00:00+00:00,Round of 16,Free State Stadium,Bloemfontein,J. Larrionda,FT,Match Finished,90,25,Germany,True,10,England,False,4,1,2,1,4,1,,,False,,,False,Sunday,6,14,False,True,5,3,3,home_win,False,False,True,True,False,False
208380,2010,2010-06-27T18:30:00+00:00,Round of 16,FNB Stadium,"Johannesburg, GA",R. Rosetti,FT,Match Finished,90,26,Argentina,True,16,Mexico,False,3,1,2,0,3,1,,,False,,,False,Sunday,6,18,False,True,4,2,2,home_win,False,False,True,True,False,False
208381,2010,2010-06-28T14:00:00+00:00,Round of 16,Moses Mabhida Stadium,Durban,Alberto Undiano,FT,Match Finished,90,1118,Netherlands,True,773,Slovakia,False,2,1,1,0,2,1,,,False,,,False,Monday,6,14,False,True,3,1,1,home_win,False,False,True,False,False,False
208382,2010,2010-06-28T18:30:00+00:00,Round of 16,Emirates Airline Park,"Johannesburg, GA",H. Webb,FT,Match Finished,90,6,Brazil,True,2383,Chile,False,3,0,2,0,3,0,,,False,,,False,Monday,6,18,False,True,3,3,3,home_win,False,False,True,False,True,False
208383,2010,2010-06-29T14:00:00+00:00,Round of 16,Loftus Versfeld Stadium,Tshwane,F. De Bleeckere,PEN,Match Finished,120,2380,Paraguay,True,12,Japan,False,0,0,0,0,0,0,0.0,0.0,True,5.0,3.0,True,Tuesday,6,14,False,True,0,0,0,draw,True,False,False,False,True,True
208384,2010,2010-06-29T18:30:00+00:00,Round of 16,Cape Town Stadium,Cape Town,H. Baldassi,FT,Match Finished,90,9,Spain,True,27,Portugal,False,1,0,0,0,1,0,,,False,,,False,Tuesday,6,18,False,True,1,1,1,home_win,False,False,True,False,True,False
208385,2010,2010-07-02T14:00:00+00:00,Quarter-finals,Nelson Mandela Bay Stadium,Port Elizabeth,Y. Nishimura,FT,Match Finished,90,1118,Netherlands,True,6,Brazil,False,2,1,0,1,2,1,,,False,,,False,Friday,7,14,False,True,3,1,1,home_win,False,False,True,False,False,False
208386,2010,2010-07-02T18:30:00+00:00,Quarter-finals,FNB Stadium,"Johannesburg, GA",Olegário Benquerença,PEN,Match Finished,120,7,Uruguay,True,1504,Ghana,False,1,1,0,1,1,1,0.0,0.0,True,4.0,2.0,True,Friday,7,18,False,True,2,0,0,draw,True,False,False,False,False,False
208387,2010,2010-07-03T14:00:00+00:00,Quarter-finals,Cape Town Stadium,Cape Town,R. Irmatov,FT,Match Finished,90,26,Argentina,False,25,Germany,True,0,4,0,1,0,4,,,False,,,False,Saturday,7,14,False,True,4,4,-4,away_win,False,False,True,True,False,True
208388,2010,2010-07-03T18:30:00+00:00,Quarter-finals,Emirates Airline Park,"Johannesburg, GA",C. Batres,FT,Match Finished,90,2380,Paraguay,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False,Saturday,7,18,False,True,1,1,-1,away_win,False,False,True,False,False,True
208389,2010,2010-07-06T18:30:00+00:00,Semi-finals,Cape Town Stadium,Cape Town,R. Irmatov,FT,Match Finished,90,7,Uruguay,False,1118,Netherlands,True,2,3,1,1,2,3,,,False,,,False,Tuesday,7,18,False,True,5,1,-1,away_win,False,False,True,True,False,False
208390,2010,2010-07-07T18:30:00+00:00,Semi-finals,Moses Mabhida Stadium,Durban,V. Kassai,FT,Match Finished,90,25,Germany,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False,Wednesday,7,18,False,True,1,1,-1,away_win,False,False,True,False,False,True
208392,2010,2010-07-10T18:30:00+00:00,3rd Place Final,Nelson Mandela Bay Stadium,Port Elizabeth,B. Archundia,FT,Match Finished,90,7,Uruguay,False,25,Germany,True,2,3,1,1,2,3,,,False,,,False,Saturday,7,18,False,True,5,1,-1,away_win,False,False,True,True,False,False
208391,2010,2010-07-11T18:30:00+00:00,Final,FNB Stadium,"Johannesburg, GA",H. Webb,FT,Match Finished,90,1118,Netherlands,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False,Sunday,7,18,False,True,1,1,-1,away_win,False,False,True,False,False,True
208329,2014,2014-06-12T20:00:00+00:00,Group Stage - 1,Arena Corinthians,São Paulo,,FT,Match Finished,90,6,Brazil,True,3,Croatia,False,3,1,1,1,3,1,,,False,,,False,Thursday,6,20,True,False,4,2,2,home_win,False,False,True,True,False,False
208330,2014,2014-06-13T16:00:00+00:00,Group Stage - 1,Arena das Dunas,Natal,,FT,Match Finished,90,16,Mexico,True,1530,Cameroon,False,1,0,0,0,1,0,,,False,,,False,Friday,6,16,True,False,1,1,1,home_win,False,False,True,False,True,False
208331,2014,2014-06-13T19:00:00+00:00,Group Stage - 1,Itaipava Arena Fonte Nova,Salvador,,FT,Match Finished,90,9,Spain,False,1118,Netherlands,True,1,5,1,1,1,5,,,False,,,False,Friday,6,19,True,False,6,4,-4,away_win,False,False,True,True,False,False
208332,2014,2014-06-13T22:00:00+00:00,Group Stage - 1,Arena Pantanal,Cuiabá,,FT,Match Finished,90,2383,Chile,True,20,Australia,False,3,1,2,1,3,1,,,False,,,False,Friday,6,22,True,False,4,2,2,home_win,False,False,True,True,False,False
208333,2014,2014-06-14T16:00:00+00:00,Group Stage - 1,Estádio Governador Magalhães Pinto,Belo Horizonte,,FT,Match Finished,90,8,Colombia,True,1117,Greece,False,3,0,1,0,3,0,,,False,,,False,Saturday,6,16,True,False,3,3,3,home_win,False,False,True,False,True,False
208334,2014,2014-06-14T19:00:00+00:00,Group Stage - 1,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,,FT,Match Finished,90,7,Uruguay,False,29,Costa Rica,True,1,3,1,0,1,3,,,False,,,False,Saturday,6,19,True,False,4,2,-2,away_win,False,False,True,True,False,False
208335,2014,2014-06-14T22:00:00+00:00,Group Stage - 1,Arena Amazônia,Manaus,,FT,Match Finished,90,10,England,False,768,Italy,True,1,2,1,1,1,2,,,False,,,False,Saturday,6,22,True,False,3,1,-1,away_win,False,False,True,False,False,False
208336,2014,2014-06-15T01:00:00+00:00,Group Stage - 1,Itaipava Arena Pernambuco,Recife,,FT,Match Finished,90,1501,Ivory Coast,True,12,Japan,False,2,1,0,1,2,1,,,False,,,False,Sunday,6,1,True,False,3,1,1,home_win,False,False,True,False,False,False
208337,2014,2014-06-15T16:00:00+00:00,Group Stage - 1,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,15,Switzerland,True,2382,Ecuador,False,2,1,0,1,2,1,,,False,,,False,Sunday,6,16,True,False,3,1,1,home_win,False,False,True,False,False,False
208338,2014,2014-06-15T19:00:00+00:00,Group Stage - 1,Estádio José Pinheiro Borba,"Beira-Rio) (Porto Alegre, Rio Grande do Sul",,FT,Match Finished,90,2,France,True,4672,Honduras,False,3,0,1,0,3,0,,,False,,,False,Sunday,6,19,True,False,3,3,3,home_win,False,False,True,False,True,False
208339,2014,2014-06-15T22:00:00+00:00,Group Stage - 1,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,FT,Match Finished,90,26,Argentina,True,1113,Bosnia & Herzegovina,False,2,1,1,0,2,1,,,False,,,False,Sunday,6,22,True,False,3,1,1,home_win,False,False,True,False,False,False
208340,2014,2014-06-16T16:00:00+00:00,Group Stage - 1,Itaipava Arena Fonte Nova,Salvador,,FT,Match Finished,90,25,Germany,True,27,Portugal,False,4,0,3,0,4,0,,,False,,,False,Monday,6,16,True,False,4,4,4,home_win,False,False,True,True,True,False
208341,2014,2014-06-16T19:00:00+00:00,Group Stage - 1,Estádio Joaquim Américo Guimarães,Curitiba,,FT,Match Finished,90,22,Iran,False,19,Nigeria,False,0,0,0,0,0,0,,,False,,,False,Monday,6,19,True,False,0,0,0,draw,False,False,True,False,True,True
208342,2014,2014-06-16T22:00:00+00:00,Group Stage - 1,Arena das Dunas,Natal,,FT,Match Finished,90,1504,Ghana,False,2384,USA,True,1,2,0,1,1,2,,,False,,,False,Monday,6,22,True,False,3,1,-1,away_win,False,False,True,False,False,False
208343,2014,2014-06-17T16:00:00+00:00,Group Stage - 1,Estádio Governador Magalhães Pinto,Belo Horizonte,,FT,Match Finished,90,1,Belgium,True,1532,Algeria,False,2,1,0,1,2,1,,,False,,,False,Tuesday,6,16,True,False,3,1,1,home_win,False,False,True,False,False,False
208345,2014,2014-06-17T19:00:00+00:00,Group Stage - 2,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,,FT,Match Finished,90,6,Brazil,False,16,Mexico,False,0,0,0,0,0,0,,,False,,,False,Tuesday,6,19,True,False,0,0,0,draw,False,False,True,False,True,True
208344,2014,2014-06-17T22:00:00+00:00,Group Stage - 1,Arena Pantanal,Cuiabá,,FT,Match Finished,90,4,Russia,False,17,South Korea,False,1,1,0,0,1,1,,,False,,,False,Tuesday,6,22,True,False,2,0,0,draw,False,False,True,False,False,False
208346,2014,2014-06-18T16:00:00+00:00,Group Stage - 2,Estádio José Pinheiro Borba,"Beira-Rio) (Porto Alegre, Rio Grande do Sul",,FT,Match Finished,90,20,Australia,False,1118,Netherlands,True,2,3,1,1,2,3,,,False,,,False,Wednesday,6,16,True,False,5,1,-1,away_win,False,False,True,True,False,False
208347,2014,2014-06-18T19:00:00+00:00,Group Stage - 2,Estadio Jornalista Mário Filho,"Maracanã) (Rio de Janeiro, Rio de Janeiro",,FT,Match Finished,90,9,Spain,False,2383,Chile,True,0,2,0,2,0,2,,,False,,,False,Wednesday,6,19,True,False,2,2,-2,away_win,False,False,True,False,False,True
208348,2014,2014-06-18T22:00:00+00:00,Group Stage - 2,Arena Amazônia,Manaus,,FT,Match Finished,90,1530,Cameroon,False,3,Croatia,True,0,4,0,1,0,4,,,False,,,False,Wednesday,6,22,True,False,4,4,-4,away_win,False,False,True,True,False,True
208349,2014,2014-06-19T16:00:00+00:00,Group Stage - 2,Estádio Nacional de Brasília,Brasília,,FT,Match Finished,90,8,Colombia,True,1501,Ivory Coast,False,2,1,0,0,2,1,,,False,,,False,Thursday,6,16,True,False,3,1,1,home_win,False,False,True,False,False,False
208350,2014,2014-06-19T19:00:00+00:00,Group Stage - 2,Arena Corinthians,São Paulo,,FT,Match Finished,90,7,Uruguay,True,10,England,False,2,1,1,0,2,1,,,False,,,False,Thursday,6,19,True,False,3,1,1,home_win,False,False,True,False,False,False
208351,2014,2014-06-19T22:00:00+00:00,Group Stage - 2,Arena das Dunas,Natal,,FT,Match Finished,90,12,Japan,False,1117,Greece,False,0,0,0,0,0,0,,,False,,,False,Thursday,6,22,True,False,0,0,0,draw,False,False,True,False,True,True
208352,2014,2014-06-20T16:00:00+00:00,Group Stage - 2,Itaipava Arena Pernambuco,Recife,,FT,Match Finished,90,768,Italy,False,29,Costa Rica,True,0,1,0,1,0,1,,,False,,,False,Friday,6,16,True,False,1,1,-1,away_win,False,False,True,False,False,True
208353,2014,2014-06-20T19:00:00+00:00,Group Stage - 2,Itaipava Arena Fonte Nova,Salvador,,FT,Match Finished,90,15,Switzerland,False,2,France,True,2,5,0,3,2,5,,,False,,,False,Friday,6,19,True,False,7,3,-3,away_win,False,False,True,True,False,False
208354,2014,2014-06-20T22:00:00+00:00,Group Stage - 2,Estádio Joaquim Américo Guimarães,Curitiba,,FT,Match Finished,90,4672,Honduras,False,2382,Ecuador,True,1,2,1,1,1,2,,,False,,,False,Friday,6,22,True,False,3,1,-1,away_win,False,False,True,False,False,False
208355,2014,2014-06-21T16:00:00+00:00,Group Stage - 2,Estádio Governador Magalhães Pinto,Belo Horizonte,,FT,Match Finished,90,26,Argentina,True,22,Iran,False,1,0,0,0,1,0,,,False,,,False,Saturday,6,16,True,False,1,1,1,home_win,False,False,True,False,True,False
208356,2014,2014-06-21T19:00:00+00:00,Group Stage - 2,Estádio Governador Plácido Aderaldo Castelo,Fortaleza,,FT,Match Finished,90,25,Germany,False,1504,Ghana,False,2,2,0,0,2,2,,,False,,,False,Saturday,6,19,True,False,4,0,0,draw,False,False,True,True,False,False
208357,2014,2014-06-21T22:00:00+00:00,Group Stage - 2,Arena Pantanal,Cuiabá,,FT,Match Finished,90,19,Nigeria,True,1113,Bosnia & Herzegovina,False,1,0,1,0,1,0,,,False,,,False,Saturday,6,22,True,False,1,1,1,home_win,False,False,True,False,True,False
