fixture_id,world_cup_year,date,round,venue_name,venue_city,referee,status,status_long,elapsed_minutes,home_team_id,home_team_name,home_team_winner,away_team_id,away_team_name,away_team_winner,home_goals,away_goals,halftime_home,halftime_away,fulltime_home,fulltime_away,extratime_home,extratime_away,went_to_extra_time,penalty_home,penalty_away,went_to_penalties
208404,2010,2010-06-15T11:30:00+00:00,Group Stage - 1,Royal Bafokeng Stadium,"Phokeng, NW",J. Damon,FT,Match Finished,90,4673,New Zealand,,773,Slovakia,,1,1,0,0,1,1,,,False,,,False
208405,2010,2010-06-15T14:00:00+00:00,Group Stage - 1,Nelson Mandela Bay Stadium,Port Elizabeth,J. Larrionda,FT,Match Finished,90,1501,Ivory Coast,,27,Portugal,,0,0,0,0,0,0,,,False,,,False
208406,2010,2010-06-15T18:30:00+00:00,Group Stage - 1,Emirates Airline Park,"Johannesburg, GA",V. Kassai,FT,Match Finished,90,6,Brazil,True,1561,North Korea,False,2,1,0,0,2,1,,,False,,,False
208407,2010,2010-06-16T11:30:00+00:00,Group Stage - 1,Mbombela Stadium,Nelspruit,E. Maillet,FT,Match Finished,90,4672,Honduras,False,2383,Chile,True,0,1,0,1,0,1,,,False,,,False
208408,2010,2010-06-16T14:00:00+00:00,Group Stage - 1,Moses Mabhida Stadium,Durban,H. Webb,FT,Match Finished,90,9,Spain,False,15,Switzerland,True,0,1,0,0,0,1,,,False,,,False
208409,2010,2010-06-16T18:30:00+00:00,Group stage - 2,Loftus Versfeld Stadium (Pretoria (Tshwane)),,,FT,Match Finished,90,1531,South Africa,False,7,Uruguay,True,0,3,0,1,0,3,,,False,,,False
208410,2010,2010-06-17T11:30:00+00:00,Group Stage - 2,FNB Stadium,"Johannesburg, GA",F. De Bleeckere,FT,Match Finished,90,26,Argentina,True,17,South Korea,False,4,1,2,1,4,1,,,False,,,False
208411,2010,2010-06-17T14:00:00+00:00,Group Stage - 2,Free State Stadium,Bloemfontein,O. Ruíz,FT,Match Finished,90,1117,Greece,True,19,Nigeria,False,2,1,1,1,2,1,,,False,,,False
208412,2010,2010-06-17T18:30:00+00:00,Group Stage - 2,Peter Mokaba Stadium,Pietersburg,Khalil Al Ghamdi,FT,Match Finished,90,2,France,False,16,Mexico,True,0,2,0,0,0,2,,,False,,,False
208413,2010,2010-06-18T11:30:00+00:00,Group Stage - 2,Nelson Mandela Bay Stadium,Port Elizabeth,Alberto Undiano,FT,Match Finished,90,25,Germany,False,14,Serbia,True,0,1,0,1,0,1,,,False,,,False
208414,2010,2010-06-18T14:00:00+00:00,Group Stage - 2,Emirates Airline Park,"Johannesburg, GA",K. Coulibaly,FT,Match Finished,90,1091,Slovenia,,2384,USA,,2,2,2,0,2,2,,,False,,,False
208415,2010,2010-06-18T18:30:00+00:00,Group Stage - 2,Cape Town Stadium,Cape Town,R. Irmatov,FT,Match Finished,90,10,England,,1532,Algeria,,0,0,0,0,0,0,,,False,,,False
208416,2010,2010-06-19T11:30:00+00:00,Group Stage - 2,Moses Mabhida Stadium,Durban,H. Baldassi,FT,Match Finished,90,1118,Netherlands,True,12,Japan,False,1,0,0,0,1,0,,,False,,,False
208417,2010,2010-06-19T14:00:00+00:00,Group Stage - 2,Royal Bafokeng Stadium,"Phokeng, NW",R. Rosetti,FT,Match Finished,90,1504,Ghana,,20,Australia,,1,1,1,1,1,1,,,False,,,False
208418,2010,2010-06-19T18:30:00+00:00,Group Stage - 2,Loftus Versfeld Stadium,Tshwane,J. Larrionda,FT,Match Finished,90,1530,Cameroon,False,21,Denmark,True,1,2,1,1,1,2,,,False,,,False
208419,2010,2010-06-20T11:30:00+00:00,Group Stage - 2,Free State Stadium,Bloemfontein,E. Maillet,FT,Match Finished,90,773,Slovakia,False,2380,Paraguay,True,0,2,0,1,0,2,,,False,,,False
208420,2010,2010-06-20T14:00:00+00:00,Group Stage - 2,Mbombela Stadium,Nelspruit,C. Batres,FT,Match Finished,90,768,Italy,,4673,New Zealand,,1,1,1,1,1,1,,,False,,,False
208421,2010,2010-06-20T18:30:00+00:00,Group Stage - 2,FNB Stadium,"Johannesburg, GA",S. Lannoy,FT,Match Finished,90,6,Brazil,True,1501,Ivory Coast,False,3,1,1,0,3,1,,,False,,,False
208422,2010,2010-06-21T11:30:00+00:00,Group Stage - 2,Cape Town Stadium,Cape Town,P. Pozo,FT,Match Finished,90,27,Portugal,True,1561,North Korea,False,7,0,1,0,7,0,,,False,,,False
208423,2010,2010-06-21T14:00:00+00:00,Group Stage - 2,Nelson Mandela Bay Stadium,Port Elizabeth,Khalil Al Ghamdi,FT,Match Finished,90,2383,Chile,True,15,Switzerland,False,1,0,0,0,1,0,,,False,,,False
208424,2010,2010-06-21T18:30:00+00:00,Group Stage - 2,Emirates Airline Park,"Johannesburg, GA",Y. Nishimura,FT,Match Finished,90,9,Spain,True,4672,Honduras,False,2,0,1,0,2,0,,,False,,,False
208425,2010,2010-06-22T14:00:00+00:00,Group Stage - 3,Free State Stadium,Bloemfontein,O. Ruíz,FT,Match Finished,90,2,France,False,1531,South Africa,True,1,2,0,2,1,2,,,False,,,False
208426,2010,2010-06-22T14:00:00+00:00,Group stage - 4,"Royal Bafokeng Stadium (Phokeng, NW)",,,FT,Match Finished,90,16,Mexico,False,7,Uruguay,True,0,1,0,1,0,1,,,False,,,False
208427,2010,2010-06-22T18:30:00+00:00,Group Stage - 3,Moses Mabhida Stadium,Durban,Olegário Benquerença,FT,Match Finished,90,19,Nigeria,,17,South Korea,,2,2,1,1,2,2,,,False,,,False
208428,2010,2010-06-22T18:30:00+00:00,Group Stage - 3,Peter Mokaba Stadium,Pietersburg,R. Irmatov,FT,Match Finished,90,1117,Greece,False,26,Argentina,True,0,2,0,0,0,2,,,False,,,False
208429,2010,2010-06-23T14:00:00+00:00,Group Stage - 3,Nelson Mandela Bay Stadium,Port Elizabeth,W. Stark,FT,Match Finished,90,1091,Slovenia,False,10,England,True,0,1,0,1,0,1,,,False,,,False
208430,2010,2010-06-23T14:00:00+00:00,Group Stage - 3,Loftus Versfeld Stadium,Tshwane,F. De Bleeckere,FT,Match Finished,90,2384,USA,True,1532,Algeria,False,1,0,0,0,1,0,,,False,,,False
208431,2010,2010-06-23T18:30:00+00:00,Group Stage - 3,Mbombela Stadium,Nelspruit,J. Larrionda,FT,Match Finished,90,20,Australia,True,14,Serbia,False,2,1,0,0,2,1,,,False,,,False
208432,2010,2010-06-23T18:30:00+00:00,Group Stage - 3,FNB Stadium,"Johannesburg, GA",Carlos Simon,FT,Match Finished,90,1504,Ghana,False,25,Germany,True,0,1,0,0,0,1,,,False,,,False
208433,2010,2010-06-24T14:00:00+00:00,Group Stage - 3,Emirates Airline Park,"Johannesburg, GA",H. Webb,FT,Match Finished,90,773,Slovakia,True,768,Italy,False,3,2,1,0,3,2,,,False,,,False
208434,2010,2010-06-24T14:00:00+00:00,Group Stage - 3,Peter Mokaba Stadium,Pietersburg,Y. Nishimura,FT,Match Finished,90,2380,Paraguay,,4673,New Zealand,,0,0,0,0,0,0,,,False,,,False
208435,2010,2010-06-24T18:30:00+00:00,Group Stage - 3,Cape Town Stadium,Cape Town,P. Pozo,FT,Match Finished,90,1530,Cameroon,False,1118,Netherlands,True,1,2,0,1,1,2,,,False,,,False
208436,2010,2010-06-24T18:30:00+00:00,Group Stage - 3,Royal Bafokeng Stadium,"Phokeng, NW",J. Damon,FT,Match Finished,90,21,Denmark,False,12,Japan,True,1,3,0,2,1,3,,,False,,,False
208437,2010,2010-06-25T14:00:00+00:00,Group Stage - 3,Moses Mabhida Stadium,Durban,B. Archundia,FT,Match Finished,90,27,Portugal,,6,Brazil,,0,0,0,0,0,0,,,False,,,False
208438,2010,2010-06-25T14:00:00+00:00,Group Stage - 3,Mbombela Stadium,Nelspruit,Alberto Undiano,FT,Match Finished,90,1561,North Korea,False,1501,Ivory Coast,True,0,3,0,2,0,3,,,False,,,False
208439,2010,2010-06-25T18:30:00+00:00,Group Stage - 3,Loftus Versfeld Stadium,Tshwane,M. Rodríguez,FT,Match Finished,90,2383,Chile,False,9,Spain,True,1,2,0,2,1,2,,,False,,,False
208440,2010,2010-06-25T18:30:00+00:00,Group Stage - 3,Free State Stadium,Bloemfontein,H. Baldassi,FT,Match Finished,90,15,Switzerland,,4672,Honduras,,0,0,0,0,0,0,,,False,,,False
208377,2010,2010-06-26T14:00:00+00:00,8th Finals,Nelson Mandela Bay Stadium,Port Elizabeth,W. Stark,FT,Match Finished,90,7,Uruguay,True,17,South Korea,False,2,1,1,0,2,1,,,False,,,False
208378,2010,2010-06-26T18:30:00+00:00,8th Finals,Royal Bafokeng Stadium,"Phokeng, NW",V. Kassai,AET,Match Finished,120,2384,USA,False,1504,Ghana,True,1,2,0,1,1,1,0.0,1.0,True,,,False
208379,2010,2010-06-27T14:00:00+00:00,8th Finals,Free State Stadium,Bloemfontein,J. Larrionda,FT,Match Finished,90,25,Germany,True,10,England,False,4,1,2,1,4,1,,,False,,,False
208380,2010,2010-06-27T18:30:00+00:00,8th Finals,FNB Stadium,"Johannesburg, GA",R. Rosetti,FT,Match Finished,90,26,Argentina,True,16,Mexico,False,3,1,2,0,3,1,,,False,,,False
208381,2010,2010-06-28T14:00:00+00:00,8th Finals,Moses Mabhida Stadium,Durban,Alberto Undiano,FT,Match Finished,90,1118,Netherlands,True,773,Slovakia,False,2,1,1,0,2,1,,,False,,,False
208382,2010,2010-06-28T18:30:00+00:00,8th Finals,Emirates Airline Park,"Johannesburg, GA",H. Webb,FT,Match Finished,90,6,Brazil,True,2383,Chile,False,3,0,2,0,3,0,,,False,,,False
208383,2010,2010-06-29T14:00:00+00:00,8th Finals,Loftus Versfeld Stadium,Tshwane,F. De Bleeckere,PEN,Match Finished,120,2380,Paraguay,True,12,Japan,False,0,0,0,0,0,0,0.0,0.0,True,5.0,3.0,True
208384,2010,2010-06-29T18:30:00+00:00,8th Finals,Cape Town Stadium,Cape Town,H. Baldassi,FT,Match Finished,90,9,Spain,True,27,Portugal,False,1,0,0,0,1,0,,,False,,,False
208385,2010,2010-07-02T14:00:00+00:00,Quarter-finals,Nelson Mandela Bay Stadium,Port Elizabeth,Y. Nishimura,FT,Match Finished,90,1118,Netherlands,True,6,Brazil,False,2,1,0,1,2,1,,,False,,,False
208386,2010,2010-07-02T18:30:00+00:00,Quarter-finals,FNB Stadium,"Johannesburg, GA",Olegário Benquerença,PEN,Match Finished,120,7,Uruguay,True,1504,Ghana,False,1,1,0,1,1,1,0.0,0.0,True,4.0,2.0,True
208387,2010,2010-07-03T14:00:00+00:00,Quarter-finals,Cape Town Stadium,Cape Town,R. Irmatov,FT,Match Finished,90,26,Argentina,False,25,Germany,True,0,4,0,1,0,4,,,False,,,False
208388,2010,2010-07-03T18:30:00+00:00,Quarter-finals,Emirates Airline Park,"Johannesburg, GA",C. Batres,FT,Match Finished,90,2380,Paraguay,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False
208389,2010,2010-07-06T18:30:00+00:00,Semi-finals,Cape Town Stadium,Cape Town,R. Irmatov,FT,Match Finished,90,7,Uruguay,False,1118,Netherlands,True,2,3,1,1,2,3,,,False,,,False
208390,2010,2010-07-07T18:30:00+00:00,Semi-finals,Moses Mabhida Stadium,Durban,V. Kassai,FT,Match Finished,90,25,Germany,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False
208392,2010,2010-07-10T18:30:00+00:00,3rd Place Final,Nelson Mandela Bay Stadium,Port Elizabeth,B. Archundia,FT,Match Finished,90,7,Uruguay,False,25,Germany,True,2,3,1,1,2,3,,,False,,,False
208391,2010,2010-07-11T18:30:00+00:00,Final,FNB Stadium,"Johannesburg, GA",H. Webb,FT,Match Finished,90,1118,Netherlands,False,9,Spain,True,0,1,0,0,0,1,,,False,,,False
208329,2014,2014-06-12T20:00:00+00:00,Group stage - 1,"Arena Corinthians (São Paulo, São Paulo)",,,FT,Match Finished,90,6,Brazil,True,3,Croatia,False,3,1,1,1,3,1,,,False,,,False
208330,2014,2014-06-13T16:00:00+00:00,Group stage - 1,"Arena das Dunas (Natal, Rio Grande do Norte)",,,FT,Match Finished,90,16,Mexico,True,1530,Cameroon,False,1,0,0,0,1,0,,,False,,,False
208331,2014,2014-06-13T19:00:00+00:00,Group stage - 1,"Itaipava Arena Fonte Nova (Salvador, Bahia)",,,FT,Match Finished,90,9,Spain,False,1118,Netherlands,True,1,5,1,1,1,5,,,False,,,False
208332,2014,2014-06-13T22:00:00+00:00,Group stage - 1,"Arena Pantanal (Cuiabá, Mato Grosso)",,,FT,Match Finished,90,2383,Chile,True,20,Australia,False,3,1,2,1,3,1,,,False,,,False
208333,2014,2014-06-14T16:00:00+00:00,Group stage - 1,"Estádio Governador Magalhães Pinto (Belo Horizonte, Minas Gerais)",,,FT,Match Finished,90,8,Colombia,True,1117,Greece,False,3,0,1,0,3,0,,,False,,,False
208334,2014,2014-06-14T19:00:00+00:00,Group stage - 1,"Estádio Governador Plácido Aderaldo Castelo (Fortaleza, Ceará)",,,FT,Match Finished,90,7,Uruguay,False,29,Costa Rica,True,1,3,1,0,1,3,,,False,,,False
208335,2014,2014-06-14T22:00:00+00:00,Group stage - 1,"Arena Amazônia (Manaus, Amazonas)",,,FT,Match Finished,90,10,England,False,768,Italy,True,1,2,1,1,1,2,,,False,,,False
208336,2014,2014-06-15T01:00:00+00:00,Group stage - 1,"Itaipava Arena Pernambuco (Recife, Pernambuco)",,,FT,Match Finished,90,1501,Ivory Coast,True,12,Japan,False,2,1,0,1,2,1,,,False,,,False
208337,2014,2014-06-15T16:00:00+00:00,Group stage - 1,"Estádio Nacional de Brasília (Brasília, Distrito Federal)",,,FT,Match Finished,90,15,Switzerland,True,2382,Ecuador,False,2,1,0,1,2,1,,,False,,,False
208338,2014,2014-06-15T19:00:00+00:00,Group stage - 1,"Estádio José Pinheiro Borba (Beira-Rio) (Porto Alegre, Rio Grande do Sul)",,,FT,Match Finished,90,2,France,True,4672,Honduras,False,3,0,1,0,3,0,,,False,,,False
208339,2014,2014-06-15T22:00:00+00:00,Group stage - 1,"Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro, Rio de Janeiro)",,,FT,Match Finished,90,26,Argentina,True,1113,Bosnia & Herzegovina,False,2,1,1,0,2,1,,,False,,,False
208340,2014,2014-06-16T16:00:00+00:00,Group stage - 1,"Itaipava Arena Fonte Nova (Salvador, Bahia)",,,FT,Match Finished,90,25,Germany,True,27,Portugal,False,4,0,3,0,4,0,,,False,,,False
208341,2014,2014-06-16T19:00:00+00:00,Group stage - 1,"Estádio Joaquim Américo Guimarães (Curitiba, Paraná)",,,FT,Match Finished,90,22,Iran,,19,Nigeria,,0,0,0,0,0,0,,,False,,,False
208342,2014,2014-06-16T22:00:00+00:00,Group stage - 1,"Arena das Dunas (Natal, Rio Grande do Norte)",,,FT,Match Finished,90,1504,Ghana,False,2384,USA,True,1,2,0,1,1,2,,,False,,,False
208343,2014,2014-06-17T16:00:00+00:00,Group stage - 1,"Estádio Governador Magalhães Pinto (Belo Horizonte, Minas Gerais)",,,FT,Match Finished,90,1,Belgium,True,1532,Algeria,False,2,1,0,1,2,1,,,False,,,False
208345,2014,2014-06-17T19:00:00+00:00,Group stage - 2,"Estádio Governador Plácido Aderaldo Castelo (Fortaleza, Ceará)",,,FT,Match Finished,90,6,Brazil,,16,Mexico,,0,0,0,0,0,0,,,False,,,False
208344,2014,2014-06-17T22:00:00+00:00,Group stage - 1,"Arena Pantanal (Cuiabá, Mato Grosso)",,,FT,Match Finished,90,4,Russia,,17,South Korea,,1,1,0,0,1,1,,,False,,,False
208346,2014,2014-06-18T16:00:00+00:00,Group stage - 2,"Estádio José Pinheiro Borba (Beira-Rio) (Porto Alegre, Rio Grande do Sul)",,,FT,Match Finished,90,20,Australia,False,1118,Netherlands,True,2,3,1,1,2,3,,,False,,,False
208347,2014,2014-06-18T19:00:00+00:00,Group stage - 2,"Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro, Rio de Janeiro)",,,FT,Match Finished,90,9,Spain,False,2383,Chile,True,0,2,0,2,0,2,,,False,,,False
208348,2014,2014-06-18T22:00:00+00:00,Group stage - 2,"Arena Amazônia (Manaus, Amazonas)",,,FT,Match Finished,90,1530,Cameroon,False,3,Croatia,True,0,4,0,1,0,4,,,False,,,False
208349,2014,2014-06-19T16:00:00+00:00,Group stage - 2,"Estádio Nacional de Brasília (Brasília, Distrito Federal)",,,FT,Match Finished,90,8,Colombia,True,1501,Ivory Coast,False,2,1,0,0,2,1,,,False,,,False
208350,2014,2014-06-19T19:00:00+00:00,Group stage - 2,"Arena Corinthians (São Paulo, São Paulo)",,,FT,Match Finished,90,7,Uruguay,True,10,England,False,2,1,1,0,2,1,,,False,,,False
208351,2014,2014-06-19T22:00:00+00:00,Group stage - 2,"Arena das Dunas (Natal, Rio Grande do Norte)",,,FT,Match Finished,90,12,Japan,,1117,Greece,,0,0,0,0,0,0,,,False,,,False
208352,2014,2014-06-20T16:00:00+00:00,Group stage - 2,"Itaipava Arena Pernambuco (Recife, Pernambuco)",,,FT,Match Finished,90,768,Italy,False,29,Costa Rica,True,0,1,0,1,0,1,,,False,,,False
208353,2014,2014-06-20T19:00:00+00:00,Group stage - 2,"Itaipava Arena Fonte Nova (Salvador, Bahia)",,,FT,Match Finished,90,15,Switzerland,False,2,France,True,2,5,0,3,2,5,,,False,,,False
208354,2014,2014-06-20T22:00:00+00:00,Group stage - 2,"Estádio Joaquim Américo Guimarães (Curitiba, Paraná)",,,FT,Match Finished,90,4672,Honduras,False,2382,Ecuador,True,1,2,1,1,1,2,,,False,,,False
208355,2014,2014-06-21T16:00:00+00:00,Group stage - 2,"Estádio Governador Magalhães Pinto (Belo Horizonte, Minas Gerais)",,,FT,Match Finished,90,26,Argentina,True,22,Iran,False,1,0,0,0,1,0,,,False,,,False
208356,2014,2014-06-21T19:00:00+00:00,Group stage - 2,"Estádio Governador Plácido Aderaldo Castelo (Fortaleza, Ceará)",,,FT,Match Finished,90,25,Germany,,1504,Ghana,,2,2,0,0,2,2,,,False,,,False
208357,2014,2014-06-21T22:00:00+00:00,Group stage - 2,"Arena Pantanal (Cuiabá, Mato Grosso)",,,FT,Match Finished,90,19,Nigeria,True,1113,Bosnia & Herzegovina,False,1,0,1,0,1,0,,,False,,,False
208358,2014,2014-06-22T16:00:00+00:00,Group stage - 2,"Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro, Rio de Janeiro)",,,FT,Match Finished,90,1,Belgium,True,4,Russia,False,1,0,0,0,1,0,,,False,,,False
208359,2014,2014-06-22T19:00:00+00:00,Group stage - 2,"Estádio José Pinheiro Borba (Beira-Rio) (Porto Alegre, Rio Grande do Sul)",,,FT,Match Finished,90,17,South Korea,False,1532,Algeria,True,2,4,0,3,2,4,,,False,,,False
208360,2014,2014-06-22T22:00:00+00:00,Group stage - 2,"Arena Amazônia (Manaus, Amazonas)",,,FT,Match Finished,90,2384,USA,,27,Portugal,,2,2,0,1,2,2,,,False,,,False
208361,2014,2014-06-23T16:00:00+00:00,Group stage - 3,"Estádio Joaquim Américo Guimarães (Curitiba, Paraná)",,,FT,Match Finished,90,20,Australia,False,9,Spain,True,0,3,0,1,0,3,,,False,,,False
208362,2014,2014-06-23T16:00:00+00:00,Group stage - 3,"Arena Corinthians (São Paulo, São Paulo)",,,FT,Match Finished,90,1118,Netherlands,True,2383,Chile,False,2,0,0,0,2,0,,,False,,,False
208364,2014,2014-06-23T20:00:00+00:00,Group stage - 3,"Itaipava Arena Pernambuco (Recife, Pernambuco)",,,FT,Match Finished,90,3,Croatia,False,16,Mexico,True,1,3,0,0,1,3,,,False,,,False
208363,2014,2014-06-23T20:00:00+00:00,Group stage - 3,"Estádio Nacional de Brasília (Brasília, Distrito Federal)",,,FT,Match Finished,90,1530,Cameroon,False,6,Brazil,True,1,4,1,2,1,4,,,False,,,False
208365,2014,2014-06-24T16:00:00+00:00,Group stage - 3,"Estádio Governador Magalhães Pinto (Belo Horizonte, Minas Gerais)",,,FT,Match Finished,90,29,Costa Rica,,10,England,,0,0,0,0,0,0,,,False,,,False
208366,2014,2014-06-24T16:00:00+00:00,Group stage - 3,"Arena das Dunas (Natal, Rio Grande do Norte)",,,FT,Match Finished,90,768,Italy,False,7,Uruguay,True,0,1,0,0,0,1,,,False,,,False
208367,2014,2014-06-24T20:00:00+00:00,Group stage - 3,"Arena Pantanal (Cuiabá, Mato Grosso)",,,FT,Match Finished,90,12,Japan,False,8,Colombia,True,1,4,1,1,1,4,,,False,,,False
208368,2014,2014-06-24T20:00:00+00:00,Group stage - 3,"Estádio Governador Plácido Aderaldo Castelo (Fortaleza, Ceará)",,,FT,Match Finished,90,1117,Greece,True,1501,Ivory Coast,False,2,1,1,0,2,1,,,False,,,False
208369,2014,2014-06-25T16:00:00+00:00,Group stage - 3,"Estádio José Pinheiro Borba (Beira-Rio) (Porto Alegre, Rio Grande do Sul)",,,FT,Match Finished,90,19,Nigeria,False,26,Argentina,True,2,3,1,2,2,3,,,False,,,False
208370,2014,2014-06-25T16:00:00+00:00,Group stage - 3,"Itaipava Arena Fonte Nova (Salvador, Bahia)",,,FT,Match Finished,90,1113,Bosnia & Herzegovina,True,22,Iran,False,3,1,1,0,3,1,,,False,,,False
208372,2014,2014-06-25T20:00:00+00:00,Group stage - 3,"Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro, Rio de Janeiro)",,,FT,Match Finished,90,2382,Ecuador,,2,France,,0,0,0,0,0,0,,,False,,,False
208371,2014,2014-06-25T20:00:00+00:00,Group stage - 3,"Arena Amazônia (Manaus, Amazonas)",,,FT,Match Finished,90,4672,Honduras,False,15,Switzerland,True,0,3,0,2,0,3,,,False,,,False
208373,2014,2014-06-26T16:00:00+00:00,Group stage - 3,"Estádio Nacional de Brasília (Brasília, Distrito Federal)",,,FT,Match Finished,90,27,Portugal,True,1504,Ghana,False,2,1,1,0,2,1,,,False,,,False
208374,2014,2014-06-26T16:00:00+00:00,Group stage - 3,"Itaipava Arena Pernambuco (Recife, Pernambuco)",,,FT,Match Finished,90,2384,USA,False,25,Germany,True,0,1,0,0,0,1,,,False,,,False
208376,2014,2014-06-26T20:00:00+00:00,Group stage - 3,"Arena Corinthians (São Paulo, São Paulo)",,,FT,Match Finished,90,17,South Korea,False,1,Belgium,True,0,1,0,0,0,1,,,False,,,False
208375,2014,2014-06-26T20:00:00+00:00,Group stage - 3,"Estádio Joaquim Américo Guimarães (Curitiba, Paraná)",,,FT,Match Finished,90,1532,Algeria,,4,Russia,,1,1,0,1,1,1,,,False,,,False
208321,2014,2014-06-28T16:00:00+00:00,Round of 16,"Estádio Governador Magalhães Pinto (Belo Horizonte, Minas Gerais)",,,PEN,Match Finished,120,6,Brazil,True,2383,Chile,False,2,2,1,1,1,1,1.0,1.0,True,3.0,2.0,True
208322,2014,2014-06-28T20:00:00+00:00,Round of 16,"Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro, Rio de Janeiro)",,,FT,Match Finished,90,8,Colombia,True,7,Uruguay,False,2,0,1,0,2,0,,,False,,,False
208323,2014,2014-06-29T16:00:00+00:00,Round of 16,"Estádio Governador Plácido Aderaldo Castelo (Fortaleza, Ceará)",,,FT,Match Finished,90,1118,Netherlands,True,16,Mexico,False,2,1,0,0,2,1,,,False,,,False
208324,2014,2014-06-29T20:00:00+00:00,Round of 16,"Itaipava Arena Pernambuco (Recife, Pernambuco)",,,PEN,Match Finished,120,29,Costa Rica,True,1117,Greece,False,2,2,0,0,1,1,1.0,1.0,True,5.0,3.0,True
208325,2014,2014-06-30T16:00:00+00:00,Round of 16,"Estádio Nacional de Brasília (Brasília, Distrito Federal)",,,FT,Match Finished,90,2,France,True,19,Nigeria,False,2,0,0,0,2,0,,,False,,,False
208326,2014,2014-06-30T20:00:00+00:00,Round of 16,"Estádio José Pinheiro Borba (Beira-Rio) (Porto Alegre, Rio Grande do Sul)",,,AET,Match Finished,120,25,Germany,True,1532,Algeria,False,2,1,0,0,0,0,2.0,1.0,True,,,False
208327,2014,2014-07-01T16:00:00+00:00,Round of 16,"Arena Corinthians (São Paulo, São Paulo)",,,AET,Match Finished,120,26,Argentina,True,15,Switzerland,False,1,0,0,0,0,0,1.0,0.0,True,,,False
208328,2014,2014-07-01T20:00:00+00:00,Round of 16,"Itaipava Arena Fonte Nova (Salvador, Bahia)",,,AET,Match Finished,120,1,Belgium,True,2384,USA,False,2,1,0,0,0,0,2.0,1.0,True,,,False
208313,2014,2014-07-04T16:00:00+00:00,Quarter-finals,"Estadio Jornalista Mário Filho (Maracanã) (Rio de Janeiro, Rio de Janeiro)",,,FT,Match Finished,90,2,France,False,25,Germany,True,0,1,0,1,0,1,,,False,,,False
208314,2014,2014-07-04T20:00:00+00:00,Quarter-finals,"Estádio Governador Plácido Aderaldo Castelo (Fortaleza, Ceará)",,,FT,Match Finished,90,6,Brazil,True,8,Colombia,False,2,1,1,0,2,1,,,False,,,False
