fixture_id,world_cup_year,round,time_elapsed,time_extra,team_id,team_name,player_id,player_name,assist_id,assist_name,event_type,event_detail,comments
208380,2010,8th Finals,87,,26,Argentina,6353,M. Rodríguez,781.0,J. Pastore,subst,Substitution 3,
208381,2010,8th Finals,18,,1118,Netherlands,516,A. Robben,42309.0,W. Sneijder,Goal,Normal Goal,
208381,2010,8th Finals,71,,1118,Netherlands,516,A. Robben,49852.0,E. Elia,subst,Substitution 1,
208381,2010,8th Finals,72,,773,Slovakia,26877,E. Jendrišek,115456.0,K. Kopúnek,subst,Substitution 1,
208381,2010,8th Finals,80,,1118,Netherlands,37162,R. van Persie,551.0,K. Huntelaar,subst,Substitution 2,
208381,2010,8th Finals,84,,1118,Netherlands,42309,W. Sneijder,93990.0,D. Kuijt,Goal,Normal Goal,
208381,2010,8th Finals,87,,773,Slovakia,12994,M. Hamšík,117994.0,M. Sapara,subst,Substitution 2,
208381,2010,8th Finals,88,,773,Slovakia,115000,R. Zabavník,117995.0,M. Jakubko,subst,Substitution 3,
208381,2010,8th Finals,90,2.0,1118,Netherlands,42309,W. Sneijder,72157.0,I. Afellay,subst,Substitution 3,
208381,2010,8th Finals,90,,773,Slovakia,72041,R. Vittek,,,Goal,Penalty,
208382,2010,8th Finals,34,,6,Brazil,80272,Juan,9638.0,Maicon,Goal,Normal Goal,
208382,2010,8th Finals,38,,6,Brazil,80394,Luís Fabiano,105404.0,Kaká,Goal,Normal Goal,
208382,2010,8th Finals,46,,2383,Chile,12313,M. González,11430.0,J. Valdivia,subst,Substitution 1,
208382,2010,8th Finals,46,,2383,Chile,117952,P. Contreras,117997.0,R. Tello,subst,Substitution 2,
208382,2010,8th Finals,59,,6,Brazil,49851,Robinho,12788.0,Ramires,Goal,Normal Goal,
208382,2010,8th Finals,62,,2383,Chile,1344,M. Isla,35944.0,R. Millar,subst,Substitution 3,
208382,2010,8th Finals,76,,6,Brazil,80394,Luís Fabiano,80559.0,Nilmar,subst,Substitution 1,
208382,2010,8th Finals,81,,6,Brazil,105404,Kaká,114648.0,Kléberson,subst,Substitution 2,
208382,2010,8th Finals,85,,6,Brazil,49851,Robinho,115676.0,Gilberto,subst,Substitution 3,
208383,2010,8th Finals,60,,2380,Paraguay,70746,E. Benítez,70569.0,N. Valdez,subst,Substitution 1,
208383,2010,8th Finals,66,,12,Japan,33825,D. Matsui,18787.0,S. Okazaki,subst,Substitution 1,
208383,2010,8th Finals,75,,2380,Paraguay,6514,N. Ortigoza,30452.0,É. Barreto,subst,Substitution 2,
208383,2010,8th Finals,81,,12,Japan,33105,Y. Abe,32961.0,K. Nakamura,subst,Substitution 2,
208383,2010,8th Finals,94,,2380,Paraguay,70775,R. Santa Cruz,70475.0,O. Cardozo,subst,Substitution 3,
208383,2010,8th Finals,106,,12,Japan,33290,Y. Ōkubo,33782.0,K. Tamada,subst,Substitution 3,
208383,2010,8th Finals,120,1.0,2380,Paraguay,30452,É. Barreto,,,Goal,Penalty,
208383,2010,8th Finals,120,2.0,12,Japan,33306,Y. Endo,,,Goal,Penalty,
208383,2010,8th Finals,120,3.0,2380,Paraguay,6188,L. Barrios,,,Goal,Penalty,
208383,2010,8th Finals,120,4.0,12,Japan,1819,M. Hasebe,,,Goal,Penalty,
208383,2010,8th Finals,120,5.0,2380,Paraguay,70740,Cristian Riveros,,,Goal,Penalty,
208383,2010,8th Finals,120,6.0,12,Japan,91639,Y. Komano,,,Goal,Missed Penalty,
208383,2010,8th Finals,120,7.0,2380,Paraguay,70569,N. Valdez,,,Goal,Penalty,
208383,2010,8th Finals,120,8.0,12,Japan,6857,K. Honda,,,Goal,Penalty,
208383,2010,8th Finals,120,9.0,2380,Paraguay,70475,O. Cardozo,,,Goal,Penalty,
208384,2010,8th Finals,59,,9,Spain,33413,Fernando Torres,185.0,Llorente,subst,Substitution 1,
208384,2010,8th Finals,59,,27,Portugal,41658,Hugo Almeida,104398.0,Danny,subst,Substitution 1,
208384,2010,8th Finals,63,,9,Spain,33257,David Villa,,,Goal,Normal Goal,
208384,2010,8th Finals,72,,27,Portugal,116873,Simão,114659.0,Liédson,subst,Substitution 2,
208384,2010,8th Finals,72,,27,Portugal,373,Pepe,116663.0,Pedro Mendes,subst,Substitution 3,
208384,2010,8th Finals,88,,9,Spain,33257,David Villa,2299.0,Pedro,subst,Substitution 2,
208384,2010,8th Finals,90,3.0,9,Spain,90657,Xabi Alonso,116941.0,Marchena,subst,Substitution 3,
208385,2010,Quarter-finals,10,,6,Brazil,49851,Robinho,9929.0,Felipe Melo,Goal,Normal Goal,
208385,2010,Quarter-finals,53,,1118,Netherlands,42309,W. Sneijder,516.0,A. Robben,Goal,Normal Goal,
208385,2010,Quarter-finals,62,,6,Brazil,80361,Michel Bastos,115676.0,Gilberto,subst,Substitution 1,
208385,2010,Quarter-finals,68,,1118,Netherlands,42309,W. Sneijder,93990.0,D. Kuijt,Goal,Normal Goal,
208385,2010,Quarter-finals,77,,6,Brazil,80394,Luís Fabiano,80559.0,Nilmar,subst,Substitution 2,
208385,2010,Quarter-finals,85,,1118,Netherlands,37162,R. van Persie,551.0,K. Huntelaar,subst,Substitution 1,
208386,2010,Quarter-finals,38,,7,Uruguay,80379,D. Lugano,117979.0,A. Scotti,subst,Substitution 1,
208386,2010,Quarter-finals,45,,1504,Ghana,46716,S. Muntari,3431.0,A. Gyan,Goal,Normal Goal,
208386,2010,Quarter-finals,46,,7,Uruguay,51719,Á. Fernández,2613.0,N. Lodeiro,subst,Substitution 2,
208386,2010,Quarter-finals,55,,7,Uruguay,110391,D. Forlán,,,Goal,Normal Goal,
208386,2010,Quarter-finals,74,,1504,Ghana,11324,S. Inkoom,115421.0,S. Appiah,subst,Substitution 1,
208386,2010,Quarter-finals,76,,7,Uruguay,274,E. Cavani,80823.0,S. Abreu,subst,Substitution 3,
208386,2010,Quarter-finals,88,,1504,Ghana,46716,S. Muntari,100768.0,D. Adiyiah,subst,Substitution 2,
208386,2010,Quarter-finals,120,1.0,7,Uruguay,110391,D. Forlán,,,Goal,Penalty,
208386,2010,Quarter-finals,120,2.0,1504,Ghana,3431,A. Gyan,,,Goal,Penalty,
208386,2010,Quarter-finals,120,3.0,7,Uruguay,95406,M. Victorino,,,Goal,Penalty,
208386,2010,Quarter-finals,120,4.0,1504,Ghana,115421,S. Appiah,,,Goal,Penalty,
208386,2010,Quarter-finals,120,5.0,7,Uruguay,117979,A. Scotti,,,Goal,Penalty,
208386,2010,Quarter-finals,120,6.0,1504,Ghana,113753,J. Mensah,,,Goal,Missed Penalty,
208386,2010,Quarter-finals,120,7.0,7,Uruguay,377,M. Pereira,,,Goal,Missed Penalty,
208386,2010,Quarter-finals,120,8.0,1504,Ghana,100768,D. Adiyiah,,,Goal,Missed Penalty,
208386,2010,Quarter-finals,120,9.0,7,Uruguay,80823,S. Abreu,,,Goal,Penalty,
208387,2010,Quarter-finals,3,,25,Germany,522,T. Müller,50914.0,B. Schweinsteiger,Goal,Normal Goal,
208387,2010,Quarter-finals,68,,25,Germany,115068,M. Klose,33255.0,L. Podolski,Goal,Normal Goal,
208387,2010,Quarter-finals,70,,26,Argentina,624,N. Otamendi,781.0,J. Pastore,subst,Substitution 1,
208387,2010,Quarter-finals,72,,25,Germany,499,J. Boateng,114925.0,M. Jansen,subst,Substitution 1,
208387,2010,Quarter-finals,74,,25,Germany,115131,A. Friedrich,50914.0,B. Schweinsteiger,Goal,Normal Goal,
208387,2010,Quarter-finals,76,,26,Argentina,266,Á. Di María,642.0,S. Agüero,subst,Substitution 2,
208387,2010,Quarter-finals,78,,25,Germany,868,S. Khedira,752.0,T. Kroos,subst,Substitution 2,
208387,2010,Quarter-finals,84,,25,Germany,522,T. Müller,114910.0,P. Trochowski,subst,Substitution 3,
208387,2010,Quarter-finals,89,,25,Germany,115068,M. Klose,1458.0,M. Özil,Goal,Normal Goal,
208388,2010,Quarter-finals,56,,9,Spain,33413,Fernando Torres,108.0,Fàbregas,subst,Substitution 1,
208388,2010,Quarter-finals,64,,2380,Paraguay,30452,É. Barreto,95377.0,E. Vera,subst,Substitution 1,
208388,2010,Quarter-finals,73,,2380,Paraguay,70569,N. Valdez,70775.0,R. Santa Cruz,subst,Substitution 2,
208388,2010,Quarter-finals,75,,9,Spain,90657,Xabi Alonso,2299.0,Pedro,subst,Substitution 2,
208388,2010,Quarter-finals,83,,9,Spain,33257,David Villa,,,Goal,Normal Goal,
208388,2010,Quarter-finals,84,,2380,Paraguay,70555,V. Cáceres,6188.0,L. Barrios,subst,Substitution 3,
208388,2010,Quarter-finals,84,,9,Spain,116880,Puyol,116941.0,Marchena,subst,Substitution 3,
208389,2010,Semi-finals,18,,1118,Netherlands,117953,G. van Bronckhorst,114151.0,D. de Zeeuw,Goal,Normal Goal,
208389,2010,Semi-finals,41,,7,Uruguay,110391,D. Forlán,51607.0,W. Gargano,Goal,Normal Goal,
208389,2010,Semi-finals,46,,1118,Netherlands,114151,D. de Zeeuw,114799.0,R. van der Vaart,subst,Substitution 1,
208389,2010,Semi-finals,70,,1118,Netherlands,42309,W. Sneijder,37162.0,R. van Persie,Goal,Normal Goal,
208389,2010,Semi-finals,73,,1118,Netherlands,516,A. Robben,93990.0,D. Kuijt,Goal,Normal Goal,
208389,2010,Semi-finals,78,,7,Uruguay,51570,Á. Pereira,80823.0,S. Abreu,subst,Substitution 1,
208389,2010,Semi-finals,84,,7,Uruguay,110391,D. Forlán,51586.0,S. Fernández,subst,Substitution 2,
208389,2010,Semi-finals,89,,1118,Netherlands,516,A. Robben,49852.0,E. Elia,subst,Substitution 2,
208389,2010,Semi-finals,90,,7,Uruguay,377,M. Pereira,51607.0,W. Gargano,Goal,Normal Goal,
208390,2010,Semi-finals,52,,25,Germany,499,J. Boateng,114925.0,M. Jansen,subst,Substitution 1,
208390,2010,Semi-finals,62,,25,Germany,114910,P. Trochowski,752.0,T. Kroos,subst,Substitution 2,
208390,2010,Semi-finals,73,,9,Spain,116880,Puyol,42041.0,Xavi,Goal,Normal Goal,
208390,2010,Semi-finals,81,,25,Germany,868,S. Khedira,26314.0,M. Gómez,subst,Substitution 3,
208390,2010,Semi-finals,81,,9,Spain,33257,David Villa,33413.0,Fernando Torres,subst,Substitution 1,
208390,2010,Semi-finals,86,,9,Spain,2299,Pedro,634.0,David Silva,subst,Substitution 2,
208390,2010,Semi-finals,90,3.0,9,Spain,90657,Xabi Alonso,116941.0,Marchena,subst,Substitution 3,
208391,2010,Final,60,,9,Spain,2299,Pedro,2054.0,Navas,subst,Substitution 1,
208391,2010,Final,71,,1118,Netherlands,93990,D. Kuijt,49852.0,E. Elia,subst,Substitution 1,
208391,2010,Final,87,,9,Spain,90657,Xabi Alonso,108.0,Fàbregas,subst,Substitution 2,
208391,2010,Final,99,,1118,Netherlands,42188,N. de Jong,114799.0,R. van der Vaart,subst,Substitution 2,
208391,2010,Final,105,,1118,Netherlands,117953,G. van Bronckhorst,71266.0,E. Braafheid,subst,Substitution 3,
208391,2010,Final,106,,9,Spain,33257,David Villa,33413.0,Fernando Torres,subst,Substitution 3,
208391,2010,Final,116,,9,Spain,33243,Andrés Iniesta,108.0,Fàbregas,Goal,Normal Goal,
208392,2010,3rd Place Final,19,,25,Germany,522,T. Müller,50914.0,B. Schweinsteiger,Goal,Normal Goal,
208392,2010,3rd Place Final,28,,7,Uruguay,274,E. Cavani,157.0,L. Suárez,Goal,Normal Goal,
208392,2010,3rd Place Final,51,,7,Uruguay,110391,D. Forlán,71370.0,E. Arévalo,Goal,Normal Goal,
208392,2010,3rd Place Final,56,,25,Germany,114925,M. Jansen,499.0,J. Boateng,Goal,Normal Goal,
208392,2010,3rd Place Final,73,,25,Germany,114963,Cacau,90642.0,S. Kießling,subst,Substitution 1,
208392,2010,3rd Place Final,77,,7,Uruguay,115215,D. Pérez,51607.0,W. Gargano,subst,Substitution 1,
208392,2010,3rd Place Final,81,,25,Germany,114925,M. Jansen,752.0,T. Kroos,subst,Substitution 2,
208392,2010,3rd Place Final,82,,25,Germany,868,S. Khedira,,,Goal,Normal Goal,
208392,2010,3rd Place Final,88,,7,Uruguay,274,E. Cavani,80823.0,S. Abreu,subst,Substitution 2,
208392,2010,3rd Place Final,90,1.0,25,Germany,1458,M. Özil,49846.0,S. Taşçı,subst,Substitution 3,
208393,2010,Group Stage - 1,46,,1531,South Africa,117954,L. Thwala,98910.0,T. Masilela,subst,Substitution 1,
208393,2010,Group Stage - 1,55,,16,Mexico,35583,P. Aguilar,1573.0,A. Guardado,subst,Substitution 1,
208393,2010,Group Stage - 1,55,,1531,South Africa,50209,S. Tshabalala,99054.0,K. Dikgacoi,Goal,Normal Goal,
208393,2010,Group Stage - 1,69,,16,Mexico,51046,C. Vela,117962.0,C. Blanco,subst,Substitution 2,
208393,2010,Group Stage - 1,73,,16,Mexico,117955,G. Franco,2886.0,J. Hernández,subst,Substitution 3,
208393,2010,Group Stage - 1,79,,16,Mexico,95475,R. Márquez,1573.0,A. Guardado,Goal,Normal Goal,
208393,2010,Group Stage - 1,83,,1531,South Africa,90513,S. Pienaar,46384.0,B. Parker,subst,Substitution 2,
208394,2010,Group stage - 1,63,,7,Uruguay,51779,I. Gonzï¿½lez,2613.0,N. Lodeiro,subst,Substitution 1,
208394,2010,Group stage - 1,72,,2,France,114772,N. Anelka,114876.0,T. Henry,subst,Substitution 1,
208394,2010,Group stage - 1,73,,7,Uruguay,157,L. Suï¿½rez,80823.0,S. Abreu,subst,Substitution 2,
208394,2010,Group stage - 1,75,,2,France,87057,Y. Gourcuff,113642.0,F. Malouda,subst,Substitution 2,
208394,2010,Group stage - 1,85,,2,France,21881,S. Govou,35530.0,A. Gignac,subst,Substitution 3,
208394,2010,Group stage - 1,88,,7,Uruguay,115215,D. Pï¿½rez,113997.0,S. Eguren,subst,Substitution 3,
208395,2010,Group Stage - 1,7,,17,South Korea,99598,Lee Jung-Soo,18900.0,Ki Sung-Yeung,Goal,Normal Goal,
208395,2010,Group Stage - 1,46,,1117,Greece,114780,G. Karagounis,118005.0,C. Patsatzoglou,subst,Substitution 1,
208395,2010,Group Stage - 1,52,,17,South Korea,104256,Park Ji-sung,,,Goal,Normal Goal,
208395,2010,Group Stage - 1,59,,1117,Greece,105043,G. Samaras,117939.0,D. Salpingidis,subst,Substitution 2,
208395,2010,Group Stage - 1,61,,1117,Greece,113873,A. Charisteas,91269.0,P. Kapetanos,subst,Substitution 3,
208395,2010,Group Stage - 1,75,,17,South Korea,18900,Ki Sung-Yeung,117982.0,Kim Nam-Il,subst,Substitution 1,
208395,2010,Group Stage - 1,87,,17,South Korea,34522,Park Chu-Young,99639.0,Lee Seung-Ryul,subst,Substitution 2,
208395,2010,Group Stage - 1,90,1.0,17,South Korea,2905,Lee Chung-Yong,77123.0,Kim Jae-Sung,subst,Substitution 3,
208396,2010,Group Stage - 1,6,,26,Argentina,113865,G. Heinze,117956.0,J. Verón,Goal,Normal Goal,
208396,2010,Group Stage - 1,52,,19,Nigeria,90675,V. Obinna,80909.0,O. Martins,subst,Substitution 1,
208396,2010,Group Stage - 1,60,,19,Nigeria,48155,C. Obasi,29433.0,P. Odemwingie,subst,Substitution 2,
208396,2010,Group Stage - 1,74,,26,Argentina,117956,J. Verón,6353.0,M. Rodríguez,subst,Substitution 1,
208396,2010,Group Stage - 1,74,,19,Nigeria,55522,T. Taiwo,60064.0,K. Uche,subst,Substitution 3,
208396,2010,Group Stage - 1,79,,26,Argentina,2297,G. Higuaín,113937.0,D. Milito,subst,Substitution 2,
208396,2010,Group Stage - 1,85,,26,Argentina,266,Á. Di María,91308.0,N. Burdisso,subst,Substitution 3,
208397,2010,Group Stage - 1,4,,10,England,105422,S. Gerrard,114851.0,E. Heskey,Goal,Normal Goal,
208397,2010,Group Stage - 1,31,,10,England,296,J. Milner,103165.0,S. Wright-Phillips,subst,Substitution 1,
208397,2010,Group Stage - 1,40,,2384,USA,105378,C. Dempsey,,,Goal,Normal Goal,
208397,2010,Group Stage - 1,46,,10,England,114865,L. King,114819.0,J. Carragher,subst,Substitution 2,
208397,2010,Group Stage - 1,77,,2384,USA,117950,R. Findley,117984.0,E. Buddle,subst,Substitution 1,
208397,2010,Group Stage - 1,79,,10,England,114851,E. Heskey,18928.0,P. Crouch,subst,Substitution 3,
208397,2010,Group Stage - 1,86,,2384,USA,50820,J. Altidore,115951.0,S. Holden,subst,Substitution 2,
208398,2010,Group Stage - 1,53,,1091,Slovenia,7740,Z. Dedič,92056.0,Z. Ljubijankič,subst,Substitution 1,
208398,2010,Group Stage - 1,58,,1532,Algeria,86998,R. Djebbour,115173.0,A. Ghezzal,subst,Substitution 1,
208398,2010,Group Stage - 1,79,,1091,Slovenia,114776,R. Koren,53702.0,B. Jokić,Goal,Normal Goal,
208398,2010,Group Stage - 1,80,,1532,Algeria,77189,K. Matmour,118011.0,R. Saïfi,subst,Substitution 2,
208398,2010,Group Stage - 1,82,,1532,Algeria,104131,F. Kadir,19301.0,A. Guédioura,subst,Substitution 3,
208398,2010,Group Stage - 1,84,,1091,Slovenia,30559,V. Birsa,91662.0,N. Pečnik,subst,Substitution 2,
208398,2010,Group Stage - 1,87,,1091,Slovenia,116233,A. Radosavljevič,118014.0,A. Komac,subst,Substitution 3,
208399,2010,Group Stage - 1,62,,14,Serbia,359,N. Milijaš,48385.0,Z. Kuzmanović,subst,Substitution 1,
208399,2010,Group Stage - 1,69,,14,Serbia,115957,N. Žigić,89024.0,D. Lazović,subst,Substitution 2,
208399,2010,Group Stage - 1,73,,1504,Ghana,191,K. Asamoah,115421.0,S. Appiah,subst,Substitution 1,
208399,2010,Group Stage - 1,76,,14,Serbia,114211,M. Jovanović,22091.0,N. Subotić,subst,Substitution 3,
208399,2010,Group Stage - 1,84,,1504,Ghana,3431,A. Gyan,,,Goal,Penalty,
208399,2010,Group Stage - 1,90,1.0,1504,Ghana,152,K. Boateng,117985.0,L. Addy,subst,Substitution 2,
208399,2010,Group Stage - 1,90,3.0,1504,Ghana,3431,A. Gyan,94031.0,Q. Owusu-Abeyie,subst,Substitution 3,
208400,2010,Group Stage - 1,8,,25,Germany,33255,L. Podolski,522.0,T. Müller,Goal,Normal Goal,
208400,2010,Group Stage - 1,26,,25,Germany,115068,M. Klose,90656.0,P. Lahm,Goal,Normal Goal,
208400,2010,Group Stage - 1,46,,20,Australia,114892,V. Grella,7024.0,B. Holman,subst,Substitution 1,
208400,2010,Group Stage - 1,64,,20,Australia,77108,R. García,111263.0,N. Rukavytsya,subst,Substitution 2,
208400,2010,Group Stage - 1,67,,25,Germany,522,T. Müller,33255.0,L. Podolski,Goal,Normal Goal,
208400,2010,Group Stage - 1,68,,25,Germany,115068,M. Klose,114963.0,Cacau,subst,Substitution 1,
208400,2010,Group Stage - 1,70,,25,Germany,114963,Cacau,1458.0,M. Özil,Goal,Normal Goal,
208400,2010,Group Stage - 1,74,,25,Germany,1458,M. Özil,26314.0,M. Gómez,subst,Substitution 2,
208400,2010,Group Stage - 1,74,,20,Australia,104259,B. Emerton,19189.0,M. Jedinak,subst,Substitution 3,
208400,2010,Group Stage - 1,81,,25,Germany,33255,L. Podolski,358.0,M. Marin,subst,Substitution 3,
208401,2010,Group Stage - 1,46,,1118,Netherlands,114778,D. Agger,,,Goal,Own Goal,
208401,2010,Group Stage - 1,56,,21,Denmark,70926,T. Enevoldsen,117964.0,J. Grønkjær,subst,Substitution 1,
208401,2010,Group Stage - 1,62,,21,Denmark,1187,N. Bendtner,118021.0,M. Beckmann,subst,Substitution 2,
208401,2010,Group Stage - 1,67,,1118,Netherlands,114799,R. van der Vaart,49852.0,E. Elia,subst,Substitution 1,
208401,2010,Group Stage - 1,73,,21,Denmark,113810,T. Kahlenberg,174.0,C. Eriksen,subst,Substitution 3,
208401,2010,Group Stage - 1,77,,1118,Netherlands,37162,R. van Persie,72157.0,I. Afellay,subst,Substitution 2,
208401,2010,Group Stage - 1,85,,1118,Netherlands,93990,D. Kuijt,,,Goal,Normal Goal,
208401,2010,Group Stage - 1,88,,1118,Netherlands,42188,N. de Jong,114151.0,D. de Zeeuw,subst,Substitution 3,
208402,2010,Group Stage - 1,39,,12,Japan,6857,K. Honda,33825.0,D. Matsui,Goal,Normal Goal,
208402,2010,Group Stage - 1,63,,1530,Cameroon,286,J. Matip,105062.0,A. Emaná,subst,Substitution 1,
208402,2010,Group Stage - 1,69,,12,Japan,33825,D. Matsui,18787.0,S. Okazaki,subst,Substitution 1,
208402,2010,Group Stage - 1,75,,1530,Cameroon,105282,J. Makoun,118023.0,G. N'Djitap,subst,Substitution 2,
208402,2010,Group Stage - 1,75,,1530,Cameroon,275,E. Choupo-Moting,115070.0,M. Idrissou,subst,Substitution 3,
208402,2010,Group Stage - 1,82,,12,Japan,33290,Y. Ōkubo,33652.0,K. Yano,subst,Substitution 2,
208402,2010,Group Stage - 1,88,,12,Japan,1819,M. Hasebe,91964.0,J. Inamoto,subst,Substitution 3,
208403,2010,Group Stage - 1,39,,2380,Paraguay,70752,A. Alcáraz,117957.0,A. Torres,Goal,Normal Goal,
208403,2010,Group Stage - 1,46,,768,Italy,254,G. Buffon,30764.0,F. Marchetti,subst,Substitution 1,
208403,2010,Group Stage - 1,59,,768,Italy,1214,C. Marchisio,115079.0,M. Camoranesi,subst,Substitution 2,
208403,2010,Group Stage - 1,60,,2380,Paraguay,117957,A. Torres,70837.0,J. Santana,subst,Substitution 1,
208403,2010,Group Stage - 1,63,,768,Italy,779,D. De Rossi,91469.0,S. Pepe,Goal,Normal Goal,
208403,2010,Group Stage - 1,68,,2380,Paraguay,70569,N. Valdez,70775.0,R. Santa Cruz,subst,Substitution 2,
208403,2010,Group Stage - 1,72,,768,Italy,91419,A. Gilardino,115141.0,A. Di Natale,subst,Substitution 3,
208403,2010,Group Stage - 1,76,,2380,Paraguay,6188,L. Barrios,70475.0,O. Cardozo,subst,Substitution 3,
208404,2010,Group Stage - 1,50,,773,Slovakia,72041,R. Vittek,89134.0,S. Šesták,Goal,Normal Goal,
208404,2010,Group Stage - 1,72,,4673,New Zealand,117958,C. Killen,18931.0,C. Wood,subst,Substitution 1,
208404,2010,Group Stage - 1,78,,4673,New Zealand,117959,I. Vicelich,118030.0,J. Christie,subst,Substitution 2,
208404,2010,Group Stage - 1,81,,773,Slovakia,89134,S. Šesták,66106.0,F. Hološko,subst,Substitution 1,
208404,2010,Group Stage - 1,84,,773,Slovakia,72041,R. Vittek,1244.0,M. Stoch,subst,Substitution 2,
208404,2010,Group Stage - 1,90,1.0,773,Slovakia,42316,V. Weiss,31023.0,J. Kucka,subst,Substitution 3,
208404,2010,Group Stage - 1,90,,4673,New Zealand,90497,W. Reid,77145.0,S. Smeltz,Goal,Normal Goal,
208405,2010,Group Stage - 1,55,,27,Portugal,104398,Danny,116873.0,Simão,subst,Substitution 1,
208405,2010,Group Stage - 1,62,,27,Portugal,114592,Deco,104839.0,Tiago,subst,Substitution 2,
208405,2010,Group Stage - 1,66,,1501,Ivory Coast,25352,S. Kalou,102731.0,D. Drogba,subst,Substitution 1,
208405,2010,Group Stage - 1,82,,1501,Ivory Coast,31032,Y. Gervinho,117977.0,A. Keïta,subst,Substitution 2,
208405,2010,Group Stage - 1,85,,27,Portugal,114800,Raul Meireles,116497.0,Ruben Amorim,subst,Substitution 3,
208405,2010,Group Stage - 1,89,,1501,Ivory Coast,115938,E. Eboué,113635.0,C. Romaric,subst,Substitution 3,
208406,2010,Group Stage - 1,55,,6,Brazil,9638,Maicon,80473.0,Elano,Goal,Normal Goal,
208406,2010,Group Stage - 1,72,,6,Brazil,80473,Elano,49851.0,Robinho,Goal,Normal Goal,
208406,2010,Group Stage - 1,73,,6,Brazil,80473,Elano,256.0,Dani Alves,subst,Substitution 1,
