fixture_id,world_cup_year,round,team_id,team_name,formation,coach_id,coach_name,player_id,player_name,player_number,player_position,player_grid,is_starter,is_substitute
208377,2010,8th Finals,7,Uruguay,,362.0,Ó. Tabárez,51586,S. Fernández,21,,,False,True
208377,2010,8th Finals,7,Uruguay,,362.0,Ó. Tabárez,51607,W. Gargano,5,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,32946,Jung Sung-Ryong,18,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,104323,Lee Young-Pyo,12,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,104193,Cha Du-Ri,22,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,80973,Cho Yong-Hyung,4,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,99598,Lee Jung-Soo,14,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,104256,Park Ji-sung,7,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,77123,Kim Jae-Sung,13,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,18900,Ki Sung-Yeung,16,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,101150,Kim Jung-Woo,8,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,34522,Park Chu-Young,10,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,2905,Lee Chung-Yong,17,,,True,False
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,34401,Lee Dong-Gook,20,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,34703,Yeom Ki-Hun,19,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,34649,Oh Beom-Seok,2,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,34428,Kim Bo-Kyung,6,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,99382,Kim Dong-Jin,15,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,99633,Kim Hyung-Il,3,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,117980,Lee Woon-Jae,1,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,117981,Ahn Jung-Hwan,9,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,34414,Kang Min-Soo,23,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,117982,Kim Nam-Il,5,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,99639,Lee Seung-Ryul,11,,,False,True
208377,2010,8th Finals,17,South Korea,,14882.0,Huh Jung-Moo,99210,Kim Young-Kwang,21,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,51298,T. Howard,1,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,113823,C. Bocanegra,3,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,117983,J. DeMerit,15,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,111260,J. Bornstein,12,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,114960,S. Cherundolo,6,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,50810,M. Bradley,4,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,50835,R. Clark,13,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,105378,C. Dempsey,8,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,105421,L. Donovan,10,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,117950,R. Findley,20,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,50820,J. Altidore,17,,,True,False
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,103219,M. Edu,19,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,51314,B. Feilhaber,22,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,105420,H. Gómez,9,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,50869,B. Guzan,18,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,105439,C. Goodson,21,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,51076,D. Beasley,7,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,117984,E. Buddle,14,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,44837,J. Spector,2,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,35761,José Torres,16,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,115976,M. Hahnemann,23,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,105412,O. Onyewu,5,,,False,True
208378,2010,8th Finals,2384,USA,,1980.0,B. Bradley,115951,S. Holden,11,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,115952,R. Kingson,22,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,113753,J. Mensah,5,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,115956,J. Paintsil,4,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,115056,H. Sarpei,2,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,191,K. Asamoah,21,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,3417,J. Mensah,8,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,11324,S. Inkoom,7,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,152,K. Boateng,23,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,83414,A. Annan,6,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,3431,A. Gyan,3,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,1370,A. Ayew,13,,,True,False
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,117985,L. Addy,19,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,115421,S. Appiah,10,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,46716,S. Muntari,11,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,100768,D. Adiyiah,18,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,117986,D. Agyei,1,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,88748,D. Boateng,9,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,105694,I. Ayew,17,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,104655,I. Vorsah,15,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,116180,M. Amoah,14,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,115049,P. Tagoe,12,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,94031,Q. Owusu-Abeyie,20,,,False,True
208378,2010,8th Finals,1504,Ghana,,2450.0,M. Rajevac,117987,S. Ahorlu,16,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,497,M. Neuer,1,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,115131,A. Friedrich,3,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,90656,P. Lahm,16,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,90489,P. Mertesacker,17,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,499,J. Boateng,20,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,50914,B. Schweinsteiger,7,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,1458,M. Özil,8,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,868,S. Khedira,6,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,115068,M. Klose,11,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,33255,L. Podolski,10,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,522,T. Müller,13,,,True,False
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,26314,M. Gómez,23,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,114910,P. Trochowski,15,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,90642,S. Kießling,9,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,26295,D. Aogo,4,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,26296,H. Badstuber,14,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,115053,H. Butt,22,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,114963,Cacau,19,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,114925,M. Jansen,2,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,358,M. Marin,21,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,49846,S. Taşçı,5,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,752,T. Kroos,18,,,False,True
208379,2010,8th Finals,25,Germany,,113.0,J. Löw,115003,T. Wiese,12,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,117988,D. James,1,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,19203,A. Cole,3,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,82009,J. Terry,6,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,90491,G. Johnson,2,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,114763,M. Upson,15,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,105422,S. Gerrard,4,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,105426,F. Lampard,8,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,19153,G. Barry,14,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,296,J. Milner,16,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,50773,W. Rooney,10,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,1758,J. Defoe,19,,,True,False
208379,2010,8th Finals,10,England,,3205.0,F. Capello,102748,J. Cole,11,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,114851,E. Heskey,21,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,103165,S. Wright-Phillips,17,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,18925,A. Lennon,7,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,114819,J. Carragher,18,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,18908,J. Hart,23,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,114865,L. King,20,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,90490,M. Carrick,22,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,19289,M. Dawson,5,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,18928,P. Crouch,9,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,2277,R. Green,12,,,False,True
208379,2010,8th Finals,10,England,,3205.0,F. Capello,82340,S. Warnock,13,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,884,S. Romero,22,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,91308,N. Burdisso,4,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,113865,G. Heinze,6,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,13073,J. Mascherano,14,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,104837,M. Demichelis,2,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,624,N. Otamendi,15,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,266,Á. Di María,7,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,154,L. Messi,10,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,6353,M. Rodríguez,20,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,5982,C. Tevez,11,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,2297,G. Higuaín,9,,,True,False
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,117956,J. Verón,8,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,5946,J. Gutiérrez,17,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,781,J. Pastore,23,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,117991,A. Garcé,12,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,6642,C. Rodríguez,3,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,113937,D. Milito,19,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,117992,D. Pozo,1,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,6393,M. Andújar,21,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,75840,M. Bolatti,5,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,106669,M. Palermo,18,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,115219,W. Samuel,13,,,False,True
208380,2010,8th Finals,26,Argentina,,1694.0,D. Maradona,642,S. Agüero,16,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,35647,Ó. Pérez,1,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,95475,R. Márquez,4,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,35806,F. Rodríguez,2,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,36006,C. Salcido,3,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,39108,E. Juárez,16,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,117989,R. Osorio,5,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,1573,A. Guardado,18,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,117990,G. Torrado,6,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,117951,A. Bautista,21,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,105371,G. dos Santos,17,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,2886,J. Hernández,14,,,True,False
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,35926,P. Barrera,7,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,117955,G. Franco,9,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,92714,A. Medina,22,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,117962,C. Blanco,10,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,51046,C. Vela,11,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,2098,G. Ochoa,13,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,2874,H. Moreno,15,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,117993,I. Castro,8,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,76075,J. Magallón,19,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,35516,J. Torres,20,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,35675,L. Michel,23,,,False,True
208380,2010,8th Finals,16,Mexico,,339.0,J. Aguirre,35583,P. Aguilar,12,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,18756,M. Stekelenburg,1,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,114786,J. Heitinga,3,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,115077,J. Mathijsen,4,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,117953,G. van Bronckhorst,5,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,50808,G. van der Wiel,2,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,42309,W. Sneijder,10,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,115094,M. van Bommel,6,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,42188,N. de Jong,8,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,516,A. Robben,11,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,93990,D. Kuijt,7,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,37162,R. van Persie,9,,,True,False
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,49852,E. Elia,17,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,551,K. Huntelaar,21,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,72157,I. Afellay,20,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,116294,A. Ooijer,13,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,114151,D. de Zeeuw,14,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,71266,E. Braafheid,15,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,115034,K. Boulahrouz,12,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,160,M. Vorm,16,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,19034,R. Babel,19,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,114799,R. van der Vaart,23,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,116198,S. Boschker,22,,,False,True
208381,2010,8th Finals,1118,Netherlands,,3038.0,B. van Marwijk,36979,S. Schaars,18,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,44963,J. Mucha,1,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,1350,M. Škrtel,3,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,115000,R. Zabavník,5,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,25343,P. Pekarík,2,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,66215,J. Ďurica,16,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,12994,M. Hamšík,17,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,31023,J. Kucka,19,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,1244,M. Stoch,15,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,42316,V. Weiss,7,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,72041,R. Vittek,11,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,26877,E. Jendrišek,18,,,True,False
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,115456,K. Kopúnek,20,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,117994,M. Sapara,10,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,117995,M. Jakubko,14,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,40436,D. Kuciak,23,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,11045,D. Perniš,12,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,66106,F. Hološko,13,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,117996,J. Kozák,8,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,28616,K. Saláta,21,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,114887,M. Čech,4,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,115459,M. Petráš,22,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,89134,S. Šesták,9,,,False,True
208381,2010,8th Finals,773,Slovakia,,185.0,V. Weiss,117976,Z. Štrba,6,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,104423,Júlio César,1,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,80272,Juan,4,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,54724,Lúcio,3,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,9638,Maicon,2,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,114571,Gilberto Silva,8,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,105404,Kaká,10,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,80361,Michel Bastos,6,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,256,Dani Alves,13,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,12788,Ramires,18,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,49851,Robinho,11,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,80394,Luís Fabiano,9,,,True,False
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,80559,Nilmar,21,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,114648,Kléberson,20,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,115676,Gilberto,16,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,114882,Doni,22,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,80473,Elano,7,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,9929,Felipe Melo,5,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,18789,Gomes,12,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,80368,Grafite,23,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,114422,Josué,17,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,43003,Júlio Baptista,19,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,104404,Luisão,14,,,False,True
208382,2010,8th Finals,6,Brazil,,5751.0,Dunga,259,Thiago Silva,15,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,614,C. Bravo,1,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,2551,G. Jara,18,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,12180,I. Fuentes,2,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,117952,P. Contreras,5,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,1344,M. Isla,4,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,11825,J. Beausejour,15,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,12313,M. González,11,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,151,A. Vidal,8,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,11425,C. Carmona,6,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,910,A. Sánchez,7,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,117968,H. Suazo,9,,,True,False
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,11430,J. Valdivia,10,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,117997,R. Tello,21,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,35944,R. Millar,20,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,11434,E. Paredes,22,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,47390,F. Orellana,16,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,11760,G. Fierro,19,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,1982,G. Medel,17,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,117998,L. Marín,23,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,113738,M. Estrada,13,,,False,True
208382,2010,8th Finals,2383,Chile,,105.0,M. Bielsa,13582,M. Fernández,14,,,False,True
